,x,y,u,v,vector
0,8.0,472.0,142.87182480079233,3.4265683352864924,143.80030746479036
1,16.0,472.0,151.36838842523093,3.317258215995679,152.93438895512847
2,24.0,472.0,154.67345703974345,4.391872559090502,156.35510921740425
3,32.0,472.0,158.4297778318912,3.6448937409054873,159.4798965100066
4,40.0,472.0,162.15455943840675,4.573157333688244,162.83778916263523
5,48.0,472.0,165.25270467351743,4.116730509841807,165.9585977848354
6,56.0,472.0,165.89814767760157,3.4494838950692546,166.60093797081385
7,64.0,472.0,167.2488084142734,3.358454732811322,167.946798483158
8,72.0,472.0,167.32232738277816,2.848981707882279,168.19781568326988
9,80.0,472.0,167.9373260917313,2.866187283444626,169.58672485896915
10,88.0,472.0,169.0922391178938,1.6254765310250916,169.80376786612274
11,96.0,472.0,168.91677873012728,2.053263697265413,169.62517531986643
12,104.0,472.0,167.1041316222592,3.4551843233408452,168.5359723800681
13,112.0,472.0,169.481678846008,4.108094044664236,170.52445362188718
14,120.0,472.0,169.59132363667197,3.8260118653653885,170.29559017424128
15,128.0,472.0,166.51807105512458,2.353055543595391,168.27605034522972
16,136.0,472.0,153.73120444481387,2.366621941710145,156.0227447300561
17,144.0,472.0,160.97769493075802,3.6417221469073935,162.7318284054593
18,152.0,472.0,157.71866610671643,3.14839809516297,158.94869273247116
19,160.0,472.0,137.00877455025125,2.3016847048862314,139.92368651834423
20,168.0,472.0,141.10457398941568,3.096426514890061,144.35331107881535
21,176.0,472.0,163.19999719886385,3.1041442173696474,164.45437512244146
22,184.0,472.0,165.27826589023388,3.356982213779634,167.78419725260903
23,192.0,472.0,167.559756626783,3.2985405820040734,169.09246221211257
24,200.0,472.0,168.75986242981764,2.347454923393532,169.47775095764356
25,208.0,472.0,167.78082909683854,3.5332236749673847,168.531903674545
26,216.0,472.0,168.0537607190099,1.9475002642949117,169.6100027568725
27,224.0,472.0,168.11627413931961,3.262779154070103,168.8329132125503
28,232.0,472.0,166.792769616798,3.2818126124163634,167.54174839395694
29,240.0,472.0,165.89543009599805,4.471730765610797,167.02420673808038
30,248.0,472.0,166.39294023973582,4.581075691606295,167.90915317259936
31,256.0,472.0,166.50486980315335,3.6302552753146404,168.5477354158541
32,264.0,472.0,168.46252531969895,2.745944567806783,169.16828201350123
33,272.0,472.0,168.8160607178134,2.621278728853876,169.48317104748355
34,280.0,472.0,167.79922294438978,2.3030710482150374,169.298370693884
35,288.0,472.0,167.76389104829107,2.1647535004487506,168.88966562456358
36,296.0,472.0,166.68744698487896,2.8584302432160693,167.73733532149657
37,304.0,472.0,167.06276677789438,2.7135165675608675,167.75086106538365
38,312.0,472.0,168.3322248181314,1.9500541709436088,169.10978007233393
39,320.0,472.0,166.82363574827758,1.9796615547398768,168.20978964316907
40,328.0,472.0,165.5249902388842,1.2916399884585166,166.2951027483051
41,336.0,472.0,164.26642708040148,1.1984661448963796,165.64445946393357
42,344.0,472.0,162.12580597081927,1.5492785626282624,163.4202153572982
43,352.0,472.0,162.1569591482461,2.1729352033346045,165.09586514813248
44,360.0,472.0,164.102794743776,2.5194780037720634,166.7397174061369
45,368.0,472.0,165.25689350854358,1.6996046473597315,166.3141115382138
46,376.0,472.0,164.34446938762184,2.7140507479643383,165.97389926153767
47,384.0,472.0,162.039354552841,1.9306231706636268,164.3593310999096
48,392.0,472.0,161.4487235577496,1.637608985462649,163.13718714677117
49,400.0,472.0,161.6997836963447,2.2675190581585207,162.7852490708982
50,408.0,472.0,162.13654889223207,2.2074003532425404,163.5612312554244
51,416.0,472.0,162.573870358964,2.1731772911336757,163.74150467046513
52,424.0,472.0,162.1149324901259,1.6297946578357227,162.9522353778535
53,432.0,472.0,159.67602298341106,0.9381550198429588,162.70795044564596
54,440.0,472.0,158.33736926527422,0.8089404496935654,160.82541789645714
55,448.0,472.0,161.4979363961633,1.083353093513816,163.04954262885656
56,456.0,472.0,159.81024849165232,1.2041886460230973,161.27133847480732
57,464.0,472.0,160.87311350615283,2.494927896532933,161.6458162053708
58,472.0,472.0,160.5075203631226,2.698046602014103,162.54644366262144
59,480.0,472.0,160.5800084756614,1.907961093534293,164.5427386447708
60,488.0,472.0,158.6074529647478,0.6694389676820874,161.35237438838462
61,496.0,472.0,158.50244611629304,1.1089091107998585,160.72546158638633
62,504.0,472.0,157.0259125219582,0.5984989029296597,161.8654694320132
63,512.0,472.0,154.3829766810436,1.4999435505622931,159.35395363201403
64,520.0,472.0,157.36209019741878,-0.45398446132692927,161.20097094910835
65,528.0,472.0,159.3399653762798,-0.5866472349369711,162.36864005535895
66,536.0,472.0,159.17512353668735,0.015049118976112186,161.32461856142785
67,544.0,472.0,156.76501433443198,-0.6278371570868502,160.29636730639047
68,552.0,472.0,157.73324447124486,-0.6344694452928874,160.33188997808418
69,560.0,472.0,158.87063759108852,-0.23070112228763373,160.57978277995247
70,568.0,472.0,158.91487209159519,0.0216359070834414,161.62204416253937
71,576.0,472.0,158.33724202765185,0.09443758103502889,160.40027169857865
72,584.0,472.0,158.50951004970665,1.5209199076092557,160.50769047750455
73,592.0,472.0,159.654432902246,0.7349657063739341,161.71362191053117
74,600.0,472.0,157.35609053936582,0.7466676021567492,159.22423988439826
75,608.0,472.0,155.1676927335749,-0.09198537123607516,158.65106028197482
76,616.0,472.0,155.68064721682185,-1.133818706512468,159.43287603553551
77,624.0,472.0,156.52160299937708,-0.3807487585241221,159.65545557509043
78,632.0,472.0,146.3858054895987,-1.4982121988099042,149.30280931732293
79,8.0,464.0,154.3152409448471,4.2807950875757355,156.4855499307205
