
Case ID, Side Force, Pitching Moment, Normal Force, Yawing Moment , Rolling Moment, Axial Force, Dynamic Pressure, Static Pressure, Air Speed
8.000000,6.127668,-1.949254,-4.558378,2.979591,0.230822,-0.567392,0.178366,-0.013540,150.839371
8.000000,6.119651,-2.013704,-4.568002,2.928088,0.225622,-0.570620,0.178272,-0.013606,150.799782
8.000000,6.134393,-1.970029,-4.558677,2.974429,0.231148,-0.559816,0.178223,-0.013565,150.778889
8.000000,6.127096,-2.008586,-4.566144,2.945337,0.251945,-0.564950,0.178232,-0.013598,150.782639
8.000000,6.123207,-1.972071,-4.559982,2.963559,0.265814,-0.575802,0.178188,-0.013613,150.763856
8.000000,6.114608,-1.978457,-4.561026,2.953299,0.226639,-0.571824,0.178115,-0.013712,150.732992
8.000000,6.115559,-1.967171,-4.558849,2.956184,0.258209,-0.565089,0.177974,-0.013711,150.673460
8.000000,6.113294,-1.982533,-4.556375,2.949616,0.242079,-0.553003,0.177849,-0.013660,150.620373
8.000000,6.124960,-1.976847,-4.562618,2.968020,0.293807,-0.573739,0.177832,-0.013655,150.613525
8.000000,6.110631,-1.981241,-4.561608,2.950758,0.270798,-0.576645,0.177819,-0.013670,150.607958
8.000000,6.112936,-1.985813,-4.554925,2.951841,0.252679,-0.582529,0.177804,-0.013613,150.601663
8.000000,6.124562,-1.977827,-4.564256,2.979723,0.276435,-0.565380,0.177860,-0.013543,150.625259
8.000000,6.117147,-1.997328,-4.554704,2.960221,0.279026,-0.549985,0.177854,-0.013462,150.622911
8.000000,6.119809,-1.975828,-4.549182,2.971073,0.283306,-0.574731,0.177881,-0.013415,150.633945
8.000000,6.135155,-2.003982,-4.569571,2.967207,0.243665,-0.572654,0.178191,-0.013368,150.765210
8.000000,6.120746,-2.000784,-4.557483,2.962708,0.255410,-0.578786,0.178096,-0.013360,150.725103
8.000000,6.112196,-1.990393,-4.553060,2.947606,0.232765,-0.557089,0.178092,-0.013484,150.723481
8.000000,6.113768,-2.004276,-4.565025,2.951560,0.277278,-0.562150,0.178028,-0.013606,150.696157
8.000000,6.105102,-1.968766,-4.554964,2.964754,0.263964,-0.571591,0.177608,-0.013587,150.518331
8.000000,6.105947,-2.002297,-4.566198,2.940840,0.271781,-0.565977,0.177620,-0.013566,150.523734
9.000000,7.282936,-2.562959,-5.425775,3.726012,0.352489,-0.873159,0.181066,-0.013645,151.976514
9.000000,7.261209,-2.607029,-5.412766,3.687561,0.388607,-0.881695,0.181198,-0.013563,152.031908
9.000000,7.251215,-2.536958,-5.387759,3.714337,0.364615,-0.895836,0.180974,-0.013876,151.938064
9.000000,7.279243,-2.566973,-5.419238,3.711475,0.365462,-0.905633,0.180843,-0.013782,151.883200
9.000000,7.265593,-2.589800,-5.419764,3.697691,0.383968,-0.911916,0.181044,-0.013562,151.967485
9.000000,7.285813,-2.548333,-5.424149,3.735385,0.374047,-0.871468,0.181191,-0.013556,152.028990
9.000000,7.273549,-2.604313,-5.430937,3.680198,0.365759,-0.883214,0.181233,-0.013545,152.046927
9.000000,7.283542,-2.556864,-5.432335,3.731763,0.358308,-0.885709,0.181350,-0.013512,152.096045
9.000000,7.273479,-2.619594,-5.455444,3.681237,0.362909,-0.881097,0.181449,-0.013535,152.137539
9.000000,7.277170,-2.580507,-5.436050,3.708170,0.356588,-0.885097,0.181408,-0.013655,152.120376
9.000000,7.259194,-2.589464,-5.429643,3.695474,0.365899,-0.890843,0.181332,-0.013741,152.088404
9.000000,7.272073,-2.586470,-5.431722,3.699790,0.363701,-0.877267,0.181155,-0.013773,152.013978
9.000000,7.270763,-2.598638,-5.429349,3.694115,0.354583,-0.893863,0.181208,-0.013723,152.036294
9.000000,7.259479,-2.551986,-5.417880,3.715930,0.363593,-0.893144,0.181227,-0.013714,152.044471
9.000000,7.258526,-2.578826,-5.416882,3.691082,0.380960,-0.881777,0.180837,-0.013897,151.880622
9.000000,7.279593,-2.562951,-5.420456,3.719385,0.390600,-0.890473,0.180987,-0.013671,151.943539
9.000000,7.289652,-2.573042,-5.437839,3.717202,0.363762,-0.890906,0.181235,-0.013571,152.047673
9.000000,7.284506,-2.588812,-5.442578,3.713785,0.363296,-0.882563,0.181316,-0.013492,152.081726
9.000000,7.283458,-2.609348,-5.446308,3.697799,0.365466,-0.882934,0.181390,-0.013509,152.112549
9.000000,7.277078,-2.583421,-5.440585,3.708726,0.361126,-0.884339,0.181425,-0.013591,152.127468
9.000000,7.280912,-2.587313,-5.448539,3.709262,0.363661,-0.890107,0.181439,-0.013691,152.133076
10.000000,6.989055,-0.354977,-5.246599,1.460164,1.206122,-0.078089,0.177506,-0.015634,150.475101
10.000000,6.987515,-0.351653,-5.211238,1.397196,1.335199,-0.071445,0.177572,-0.015715,150.503186
10.000000,6.972853,-0.323365,-5.196155,1.416731,1.276738,-0.058234,0.177526,-0.015677,150.483828
10.000000,7.131423,-0.439285,-5.314277,1.509398,1.146972,-0.119065,0.177578,-0.015541,150.505766
10.000000,7.029084,-0.390799,-5.245132,1.530136,1.188856,-0.103609,0.177683,-0.015486,150.550088
10.000000,7.012786,-0.490515,-5.248176,1.564123,1.076580,-0.124073,0.177824,-0.015601,150.610162
10.000000,7.000984,-0.365768,-5.198422,1.473161,1.119514,-0.071901,0.177686,-0.015658,150.551446
10.000000,7.084332,-0.421466,-5.282761,1.572262,1.152165,-0.117891,0.177515,-0.015679,150.479103
10.000000,7.002682,-0.413942,-5.230587,1.429404,1.077436,-0.098700,0.177391,-0.015646,150.426515
10.000000,6.951159,-0.388253,-5.219965,1.471466,0.959910,-0.075158,0.177481,-0.015683,150.464619
10.000000,7.075628,-0.438529,-5.285153,1.464879,1.204916,-0.087904,0.177440,-0.015711,150.447449
10.000000,6.974603,-0.366089,-5.223994,1.437921,1.193409,-0.080166,0.177371,-0.015647,150.418246
10.000000,7.026227,-0.371889,-5.219202,1.579216,1.461426,-0.094202,0.177409,-0.015621,150.434310
10.000000,6.961686,-0.325372,-5.218035,1.420011,1.342717,-0.067591,0.177392,-0.015778,150.426782
10.000000,7.018037,-0.370330,-5.228280,1.452056,1.197276,-0.075675,0.177262,-0.015872,150.371982
10.000000,7.007320,-0.300740,-5.215500,1.484309,1.223723,-0.070720,0.177203,-0.015902,150.346817
10.000000,7.001291,-0.413333,-5.215490,1.504479,1.447614,-0.104370,0.177013,-0.015745,150.266316
10.000000,6.929700,-0.411048,-5.194397,1.404105,1.175578,-0.077671,0.177256,-0.015659,150.369106
10.000000,6.993056,-0.337471,-5.205389,1.591603,1.575955,-0.088081,0.176927,-0.015597,150.229574
10.000000,6.974270,-0.351353,-5.192428,1.506688,1.577211,-0.089775,0.177206,-0.015561,150.348103
10.000000,7.057608,-0.352016,-5.253384,1.507318,1.482642,-0.073902,0.177423,-0.015541,150.439888
