,Mean RMS
477,-13.994480353441242
478,-6.468331973221474
479,-14.920751935007846
480,-8.750419613838952
481,-15.624686797914613
482,-16.94271115944606
483,-21.611323489102382
484,-22.175114313130287
485,-15.549478696541714
486,-6.811248672574664
