"Iteration: Iteration","Drag in X Monitor: Force (N)"
1,13307.960248890813
2,8076.0398588703702
3,4307.9905880822844
4,2319.1850987056509
5,1477.2724441091991
6,923.96785344763703
7,595.87792167780901
8,428.652570287321
9,363.75992819966052
10,441.76810967188658
11,429.07476538506438
12,452.19892384366602
13,438.95758418895451
14,422.18096632376216
15,404.77622698821187
16,397.6538954377757
17,391.77737508418045
18,390.14350239015766
19,389.29014267869218
20,387.03601655255335
21,382.21528310085449
22,376.65106130474913
23,371.27456124282907
24,365.73561401535432
25,360.66643872912141
26,355.7098661222534
27,350.63976529299043
28,345.7089050867047
29,340.34468718922676
30,334.53917537839715
31,328.7664781834265
32,322.71572886773265
33,316.8752927574522
34,310.77295874255674
35,304.2975820305316
36,297.49977381028941
37,290.63847557712239
38,283.48824500585221
39,276.29712714704192
40,268.84292073469783
41,261.13076236242534
42,253.45224178869597
43,245.6098625257863
44,237.79514281351271
45,230.06813821038008
46,222.23092363380249
47,214.25046299499911
48,206.69285188858532
49,199.26149174613136
50,191.85132148625382
51,184.69420767893632
52,177.73277537611125
53,171.03758975884432
54,164.72642538584194
55,158.5347453043413
56,153.09099710123689
57,147.8371160211791
58,143.7327069618882
59,138.27102252127179
60,134.83564643844159
61,131.37044549198038
62,127.85544564189843
63,125.1571438970808
64,122.93338435535395
65,121.30899394150549
66,120.25707468781536
67,119.76588990381651
68,119.60306747300001
69,120.22796908952353
70,121.39559161890463
71,122.86814134851215
72,125.12227507301566
73,127.83600996314146
74,130.72615901495328
75,133.79869537663421
76,137.05279163056764
77,140.33403852108484
78,143.87520637609362
79,147.59701806330395
80,151.34944053372658
81,155.51073119271973
82,159.98422372472726
83,164.1570297878709
84,168.20893131145954
85,172.42946396074842
86,176.57756346501128
87,181.16598297949611
88,185.81255293533548
89,189.82410791374923
90,194.22091608997187
91,197.92776755646832
92,202.29286498316617
93,206.27769787585419
94,210.02781850513031
95,213.79498915906561
96,217.2538769323985
97,220.34098263398391
98,223.52011107190037
99,225.9834215151958
100,229.03559007524518
101,230.77749385643165
102,232.69611982492245
103,233.98180944341266
104,235.12854928185823
105,235.62161680042902
106,235.54784159796611
107,235.41133521818244
108,234.41265295390758
109,233.17968187446422
110,231.34156600139568
111,228.79741427733597
112,225.94648994210752
113,221.68613639807256
114,218.13925780740362
115,213.22495266801161
116,207.97498170879862
117,202.02379369006076
118,194.3396849974049
119,188.2111896166449
120,181.38209262531154
121,171.90228960463287
122,164.26396950486208
123,155.7527239101579
124,145.12492211224207
125,136.7441408918562
126,127.74946691016646
127,119.55184223122694
128,111.05863553991844
129,100.98162224522775
130,92.048564901749728
131,83.600603363576397
