"Iteration: Iteration","Drag in X Monitor: Force (N)"
1,11258.42777665595
2,6877.5744012003188
3,3746.6016650545616
4,2108.6937822563987
5,1343.794015632149
6,834.51558065874156
7,531.89134296754401
8,372.36151142847729
9,302.76587215753341
10,336.26905397259367
11,322.9964237675826
12,346.83650559274855
13,337.68151066004629
14,326.12314387718095
15,314.04937367142628
16,307.42345615004979
17,301.07747998269474
18,297.35073892855621
19,294.70042671101498
20,291.87883950332389
21,287.36333769868463
22,281.9879311633008
23,277.11987760075704
24,272.51174593252108
25,267.78352215438917
26,263.31080416631971
27,258.75647978143047
28,254.57559944726484
29,250.14870397450062
30,245.59929242606978
31,241.02422388619357
32,236.35793905907769
33,231.69099975654177
34,226.72879232203996
35,221.86345594215936
36,216.78161394841493
37,211.53050050411724
38,206.16701326157329
39,200.66157021381395
40,195.01880478428279
41,189.34982652542448
42,183.65686645936808
43,178.42417346051832
44,172.65015606409315
45,166.88487873476015
46,161.20279366962535
47,155.50561322856254
48,149.99922914347229
49,144.66723606826747
50,139.25686813683609
51,133.51853454551963
52,129.23000716909633
53,123.90448893399918
54,120.01384929775531
55,115.0087579520918
56,111.01427030919439
57,107.89221199837846
58,103.58531240556084
59,100.75259089241024
60,97.724216181216775
61,94.8236416254353
62,92.258797387364211
63,90.031368592470017
64,88.590781465881435
65,86.577278961379591
66,85.540647476048036
67,84.230464348572241
68,83.621514758647095
69,83.174568093609878
70,82.746054852779025
71,82.729971293950143
72,82.985677360408545
73,83.140322558429261
74,83.833778802039149
75,84.090902215693859
76,85.12074879933931
77,85.79000654976187
78,86.513320071433498
79,87.253101419632515
80,87.988146703681252
81,88.696672240057467
82,89.368264146229649
83,89.990549300466796
84,90.579269746113596
85,91.177027903114947
86,91.672521430013148
87,92.065487022885861
88,92.416836967137442
89,92.635486915357603
90,92.839351783419943
91,93.044444156898805
92,92.984197081440868
93,92.914280426846176
94,92.687251169057618
95,92.362525797425974
96,92.040860500487497
97,91.565564708857949
98,91.145008547024929
99,90.574149686838837
100,89.928858537015174
101,89.239172402232214
102,88.489883697990592
103,87.752377742994554
104,86.944021490628359
105,86.076919517059139
106,85.152766827152334
107,84.262474000998623
108,83.259246580834031
109,82.330406776673954
110,81.412639037885015
111,80.482993655297548
112,79.5377203377912
113,78.595107814583514
114,77.675753330174246
115,76.765575954547273
116,75.884585603888866
117,75.022095545375862
118,74.206541791274219
119,73.414544771769897
120,72.799025492333044
121,71.931601863930439
122,71.323906342492307
123,70.506398444596925
124,69.972159841744713
125,69.411143916947424
126,68.862660320177213
127,68.299863179587987
128,67.764882354484143
129,67.309814968892169
130,66.915843253046262
131,66.562905315642979
132,66.117618311347883
133,65.835529202008047
134,65.651530395630004
135,65.468943725603651
136,65.346499929075037
137,65.272092305474189
138,65.205440408376489
139,65.184938701964541
140,65.188318829422656
141,65.278019107769126
142,65.372877317448399
143,65.538560939126114
144,65.759878831032154
145,65.973876874014195
146,66.232420134240385
147,66.594869603424627
148,66.919637671525493
149,67.3610690390272
150,67.730622193598435
151,68.235495389470429
152,68.686172519686295
153,69.117237385607382
154,69.750131824641528
155,70.323546637545746
156,70.894257829300727
157,71.481431281778669
158,72.077433679520766
159,72.686003188837219
160,73.302602999229748
161,73.926209184937704
162,74.536206042435083
163,75.174294855746155
164,75.79988408312164
165,76.416864259543161
166,77.10373270246788
167,77.568172061997075
168,78.19305049758816
169,78.63596522338969
170,79.224969746528586
171,79.697239687635488
172,80.137194079547157
173,80.575063184154374
174,80.94889015391874
175,81.314441296758162
176,81.61227958389486
177,81.858919519422216
178,82.0882058864143
179,82.276300224519105
180,82.41384645480872
181,82.517348172548282
182,82.583507199474639
183,82.60344391336298
184,82.597003282749597
185,82.55854147018249
186,82.460100835177116
187,82.388408751745942
188,82.271533474027535
189,82.136616340160742
190,81.98340206660987
191,81.815343306083435
192,81.634470299194561
193,81.437839630074052
194,81.243674825563915
195,81.041108406831825
196,80.850119983860793
197,80.642397564752116
198,80.428057414974376
199,80.212896729159809
200,79.996165672682991
201,79.781181683875161
202,79.566618747941618
203,79.351404814782484
204,79.147349207337697
205,78.931739207908038
206,78.714799755990498
207,78.503474104141048
208,78.288948058626886
209,78.079806244623512
210,77.877570973909883
211,77.677238439422183
212,77.483196673405814
213,77.30955263764065
214,77.145761260240249
215,76.987478239277266
216,76.837931767874863
217,76.69954438937549
218,76.574298375588
219,76.460807633211346
220,76.362806268959957
221,76.267942849430369
222,76.185697050019485
223,76.116014180596892
224,76.059898899765471
225,76.010974540715779
226,75.972937812852365
227,75.941422288144793
228,75.908251559929568
229,75.883897923936331
230,75.862448837117086
231,75.848064610667564
232,75.825371625254093
233,75.798527573664842
234,75.76841822440889
235,75.73500806825507
236,75.692565165026167
237,75.666842766195543
238,75.607915801885781
239,75.542445922715444
240,75.472617384836042
241,75.398676173811964
242,75.313981086021101
243,75.22191747747803
244,75.123515283830784
245,75.019378183353638
246,74.910690287506725
247,74.798719239823754
248,74.685058929043464
249,74.571318699640585
250,74.458863804476096
251,74.348894496760352
252,74.242193085987992
253,74.139880556711432
254,74.042502067611849
255,73.948131094991766
256,73.861349569083075
257,73.778968234119361
258,73.703011009324484
259,73.630516842854774
260,73.560614494233107
261,73.493821031081268
262,73.426988121779743
263,73.362160684878575
264,73.29875356987759
265,73.23589419655957
266,73.17107570465356
267,73.10724081592042
268,73.043458898499807
269,72.980713621359428
270,72.918363868145661
271,72.85310197025791
272,72.78719262518797
273,72.719185388679193
274,72.654247109760604
275,72.589341423231133
276,72.52346428701145
277,72.460456287710201
278,72.39496238410743
279,72.328136611576781
280,72.258862798636812
281,72.190385840775491
282,72.119668415132423
283,72.049555241860617
284,71.977880089850601
285,71.904366652473811
286,71.829410088347174
287,71.753013435443734
288,71.67555283426799
289,71.599136095392168
290,71.518581218589475
291,71.444653424768433
292,71.355539731706529
293,71.282904129791973
294,71.197022737991006
295,71.126907025514754
296,71.044938857352292
297,70.974934572120617
298,70.890378319148795
299,70.818928040958383
300,70.756755290912565
301,70.676656754080227
302,70.60459705077028
303,70.54317232747394
304,70.466114923395708
305,70.406180042129449
306,70.332607162019485
307,70.275991505674824
308,70.205570929342684
309,70.151081131473006
310,70.083335955975485
311,70.031791823908065
312,69.967761101547921
313,69.919666097495565
314,69.858406364265306
315,69.813046773054907
316,69.754334082217952
317,69.705295026430463
318,69.658411054993621
319,69.611252205932601
320,69.563794131688155
321,69.516496062046485
322,69.469740468078157
323,69.422893759099338
324,69.375211600393186
325,69.328461249693873
