"Iteration: Iteration","Drag in X Monitor: Force (N)"
1,11894.876242145781
2,7262.3501159278212
3,3918.0347647988256
4,2174.2586943198121
5,1383.192500490492
6,859.57728977264628
7,547.9206876617186
8,388.16958005692902
9,320.84991308431205
10,371.07705358487573
11,358.51042533033785
12,381.19658534809309
13,369.87565689880432
14,356.71295405215858
15,342.94559384835617
16,335.57216978171442
17,328.76596799979188
18,326.09387925653573
19,323.77254913311072
20,321.61309524215471
21,317.51982138657024
22,312.12814570623169
23,306.81168393055248
24,301.51054623490086
25,296.51803664305453
26,291.86142056021595
27,287.42162791264457
28,282.98950693977019
29,277.9519304375072
30,273.0877281782997
31,268.20510200408631
32,263.22636912510592
33,258.03062934269997
34,252.66930903011274
35,247.2478754359812
36,241.61603403255509
37,235.82019927696598
38,229.92288710109239
39,223.92622616693893
40,217.6971011093695
41,211.34978308138369
42,204.95599121695705
43,198.44747261617391
44,192.0348754831349
45,186.20633955709059
46,179.89360387852548
47,173.53735746168792
48,167.26384050232372
49,161.09880824369577
50,155.05494869033157
51,149.16269949402084
52,142.92754440368736
53,138.36825169602986
54,132.58595552108886
55,127.82461702349048
56,123.29240676719797
57,118.98687418062559
58,115.59085366458868
59,111.02328510304892
60,108.1058843208894
61,105.00743654073608
62,102.17284260795554
63,99.702900920119077
64,98.065758316618883
65,95.807185341159425
66,94.681343035386419
67,93.296739789146272
68,92.746654226722853
69,92.152555591793998
70,92.062927025476597
71,92.140530641895054
72,92.280632540312183
73,93.057205479181448
74,93.340685631645044
75,94.632233206393892
76,95.389554607192565
77,96.406825422046609
78,97.6720814998788
79,98.631133578733852
80,99.836955979833931
81,100.92107647094628
82,102.07670893582849
83,103.16138561518562
84,104.27277836590565
85,105.36219212902199
86,106.2757365604067
87,107.20197643010948
88,107.74766841423724
89,108.63672178177785
90,109.09411774618519
91,109.72780087113296
92,109.98531794148033
93,110.26316026424109
94,110.25261127216675
95,110.18909690903996
96,109.95488039514856
97,109.56851010886288
98,109.12747859264158
99,108.60816831788065
100,107.86027513562624
101,106.92806656049373
102,106.01434122777158
103,104.90873526588172
104,103.70329872796583
105,102.37547492964563
106,100.93788842275308
107,99.412758820477393
108,97.734752463244661
109,95.99351305347318
110,94.15985679362484
111,92.349610991685267
112,90.49989375128672
113,88.599841409478927
114,86.645371428187104
115,84.728449188369211
116,82.866229195276503
117,81.088524497996104
118,79.341163213665595
119,77.688634306721269
120,76.233684674725566
121,74.865865963873659
122,73.611065911598928
123,72.510552503831263
124,71.505649509933619
125,70.75175913088259
126,70.177966349941016
127,69.67275512651571
128,69.325223977438668
129,69.124064953570098
130,69.038380552593424
131,69.068556862974958
132,69.234283214470054
133,69.423263938339801
134,69.632746824906178
135,69.851253035377283
136,69.980532808368537
137,70.163783846772901
138,70.147563369173554
139,70.170970511505629
140,70.020754030614796
141,69.737055932334385
142,69.291029537644249
143,68.871840435608704
144,68.308763485096563
145,67.750843649226965
146,67.097264315592952
147,66.54905732318332
148,66.007933847664958
149,65.521536769863644
150,65.074167751719699
151,64.817363079843346
152,64.66682473016391
153,64.798897009038001
154,65.200220313038301
155,65.937967606486609
156,66.998233731889343
157,68.363984374964218
158,70.219734281986234
159,72.397696075409783
160,74.979852579801218
161,77.922490712110061
162,81.046500463265716
163,84.188818984575391
164,87.474783827941678
165,90.890682400922117
166,94.251645834543183
167,97.45597920347376
168,100.51171248511031
169,103.55057162630686
170,106.3997308553557
171,108.82173941219315
172,110.75857821699839
173,112.4244439937695
174,113.62533687313874
175,114.45779154232224
176,114.86717429694988
177,114.939450705279
178,114.59525558761902
179,114.05348611026795
180,113.30584617277299
181,112.4191228922295
182,111.32779853228925
183,110.25479515707707
184,109.13696049588299
185,108.04137812525914
186,106.96217730784485
187,105.90865235090507
188,104.90359419282794
189,103.96650529295187
190,103.14285844276236
191,102.43443348266868
192,101.78693066175958
193,101.21862690032498
194,100.7541630306996
195,100.39941578630805
196,100.13345181439706
197,99.964110679193197
198,99.921456724880272
199,100.00646604757168
200,100.19322049800758
201,100.43385885200496
202,100.76447202366018
203,101.129235237648
204,101.46421636794139
205,101.77720583795866
206,102.03769482729143
207,102.27043785848656
208,102.45682154616037
209,102.56161724487413
210,102.58209144273985
211,102.57042668251813
212,102.49123536818792
213,102.30428488642497
214,102.09859062984714
215,101.79991412262831
216,101.42987841225391
217,101.0788130610801
218,100.69523550268701
219,100.22040013314438
220,99.616851090465047
221,98.906108002255621
222,98.093563103122847
223,97.169306137515036
224,96.107934289143714
225,94.903677413986202
226,93.547754694737364
227,92.144990466766785
228,90.675746496015563
229,89.181548815220367
230,87.71754089172498
231,86.294446924667341
232,85.292744228203787
233,83.816783998253072
234,82.949276694059222
235,81.852277008134934
236,81.408636111945043
237,81.082137717043224
238,80.940714107164808
239,81.034407231067917
240,81.345471627916936
241,81.920604919201423
242,82.617433214688162
243,83.471903107927687
