"Iteration: Iteration","Drag in X Monitor: Force (N)"
1,10126.5368371808
2,6227.1891603187332
3,3472.366854688285
4,1965.1032608182354
5,1242.7057926214927
6,765.44338723726264
7,481.48893087162025
8,331.03213168430602
9,262.87485370478799
10,286.06199931213627
11,282.81072283416592
12,280.29254342072795
13,275.50883902299347
14,269.1649205775978
15,262.00100155430596
16,255.45010718847109
17,249.50846628758978
18,244.63684643064479
19,240.24688381557456
20,236.36301072330585
21,232.11027670464344
22,227.23872738207581
23,222.57298007984471
24,217.87848886485293
25,213.78254439610927
26,210.00367516498363
27,206.18583980016155
28,202.41179191335692
29,198.68261010915643
30,195.06631716755911
31,191.21698178178397
32,187.41046973923554
33,183.56049214110027
34,179.62533837899801
35,175.53970819054592
36,171.42205429958173
37,167.27437270441266
38,163.0802963385625
39,158.73301601515132
40,154.35935664668642
41,150.23917833438577
42,145.27459191178951
43,141.2228404490923
44,136.79005230535807
45,131.88788793553897
46,127.99072204445019
47,123.31023085577294
48,119.49146677305458
49,115.00766526851584
50,111.45044947794321
51,107.14767577414386
52,103.84338983391496
53,99.814091091489161
54,96.785571547980112
55,93.073045565108146
56,90.363195064746492
57,86.988678812229523
58,84.76664899705645
59,82.241789635937209
60,79.780375733831761
61,77.56218278015217
62,75.521535917671429
63,73.77683204743272
64,72.619869542303832
65,71.026585214445561
66,70.213073121982461
67,69.184857064586595
68,68.70637506344093
69,68.355085504577062
70,68.204454102499142
71,67.97204378468939
72,67.948244255431518
73,68.091438590121982
74,68.606301762224689
75,68.772382131357915
76,69.477779712326765
77,69.713448727341586
78,70.563720233832385
79,70.942940015030842
80,71.592515483249599
81,72.085660782114473
82,72.54827119040317
83,73.002464321301602
84,73.45146478691737
85,73.86714415421676
86,74.232511106965489
87,74.546779051819783
88,74.766000513372603
89,74.920383462486143
90,75.029027237819719
91,75.094391856915934
92,75.097461288811019
93,75.063880608669024
94,74.963290193329215
95,74.817752438842376
96,74.605160546920672
97,74.370395510806986
98,74.08635652907526
99,73.81822212547678
100,73.496315145660162
101,73.157487312150351
102,72.795784442418835
103,72.412818272540164
104,72.009821169691463
105,71.598810586390016
106,71.19151496185691
107,70.781788934259168
108,70.367351380944626
109,69.97417061214702
110,69.555532590039206
111,69.153197874136993
112,68.752139978640287
113,68.359931499009861
114,67.953950037246386
115,67.552919363679564
116,67.157978326723253
117,66.765942466895126
118,66.368078597005933
119,65.982133924087009
120,65.607294552517487
121,65.23076022212723
122,64.854135164729428
123,64.477555237735942
124,64.104126277416412
125,63.733881043011422
126,63.364758987389052
127,62.999494920544407
128,62.637322995216721
129,62.279954493050695
130,61.926673824620366
131,61.579570858124441
132,61.238190674248131
133,60.904432070213545
134,60.581784647123982
135,60.26834031337853
136,59.962579384062053
137,59.667538179004225
138,59.384262186181502
139,59.113598533417587
140,58.854073199522531
141,58.614545075641274
142,58.387594237897815
143,58.176223825637919
144,57.980814159680961
145,57.801153321277809
146,57.639446870382471
147,57.497658501191665
148,57.370432280048817
149,57.258757821485062
150,57.167236099137369
151,57.081939377472793
152,57.016398002839708
153,56.968115304408741
154,56.934083442879228
155,56.914976045732601
156,56.908125106308376
157,56.913850071449758
158,56.934538750001593
159,56.962546397083997
160,56.996691864677985
161,57.039721367672996
162,57.09970033318217
163,57.150739314786392
164,57.208628697366521
165,57.273810869483043
166,57.342437568220475
167,57.414379107603622
168,57.487331828904018
169,57.560897438541303
170,57.633539563582815
171,57.704454059907277
172,57.770964689114123
173,57.840147213130138
174,57.903532798514561
175,57.962018390498542
176,58.015838360107068
177,58.060421827998198
178,58.105384159861273
179,58.146440523092906
180,58.181656562891419
181,58.210600877943307
182,58.233326929291309
183,58.249155412052687
184,58.260101278009131
185,58.266855953372044
186,58.267810945530243
187,58.265730532314876
188,58.255837334740079
189,58.240851113613189
190,58.222163145012757
191,58.199701380792021
192,58.173655895093191
193,58.15601859078123
194,58.10228665444123
195,58.08060346603321
196,58.038637704835025
197,57.996825204888523
198,57.952465984827654
199,57.908117997382135
200,57.861004824827035
201,57.816789887260086
202,57.771133241957671
203,57.724700752388969
204,57.678176455387472
205,57.631111140002929
206,57.583886561511747
207,57.536851062637254
208,57.489665418742391
209,57.442777562049514
210,57.403169209663702
211,57.355110738817245
212,57.307020910677977
213,57.261066516464496
214,57.216226612240689
215,57.172252761341497
216,57.128945549425737
217,57.086184558591299
218,57.043913098194423
219,57.002128059218819
220,56.960693242780337
221,56.919531217553754
222,56.87928890055224
223,56.830375884074101
224,56.794953092599144
225,56.75955066414059
226,56.722343634646904
227,56.679038764354061
228,56.638278276053882
229,56.598149334688458
230,56.557541404819744
231,56.516257804739155
232,56.47451180065616
233,56.432457103538695
234,56.390188055535191
235,56.347749197075814
236,56.303832639354084
237,56.261266097870077
238,56.221382358576022
239,56.178234739223626
240,56.134385295584707
241,56.086527517150898
242,56.042466235670588
243,56.001035896351141
244,55.959835744970178
245,55.919362322678239
246,55.877028728329719
247,55.834693032588632
248,55.792866220262454
249,55.751563339914185
250,55.710726973877968
251,55.670329386857588
252,55.630371528198225
253,55.590653689810097
254,55.551548900544901
255,55.513040889471199
256,55.47571946663777
257,55.438467557890647
258,55.401121919458603
259,55.363984401673349
260,55.327263482508386
261,55.290989703398566
262,55.255103027799464
263,55.219517692934289
264,55.184397559484466
265,55.149067272785544
266,55.113759980345264
267,55.079148366908555
268,55.044761255925096
269,55.010615987150231
270,54.976593184585113
271,54.942446956581819
272,54.908306531862138
273,54.874218296144022
274,54.840240468169895
275,54.806306272683116
276,54.772817564378556
277,54.739433573453709
278,54.704098280666869
279,54.669896693845658
280,54.635977483245199
281,54.601980077951623
282,54.567595201611425
283,54.534092578729656
284,54.499306380654218
285,54.464465137291711
286,54.429722066453962
287,54.394999080340426
288,54.360224321477119
289,54.3253766096974
290,54.290469240806999
291,54.255530112541578
292,54.220602209227138
293,54.185715598192132
294,54.150879461202123
295,54.116069647032703
296,54.081302834088888
297,54.046597099362657
298,54.011963535190375
299,53.977775802263352
300,53.943452032589164
301,53.909271736829282
302,53.874762506645482
303,53.840552184778232
304,53.806830527678812
305,53.77339554434792
306,53.740140783571178
307,53.707310993936915
308,53.673519564604987
309,53.641097960108368
310,53.608861729853629
311,53.576649107617413
312,53.544578977291565
313,53.512885321612714
314,53.481081476905615
315,53.449872916146433
316,53.418472210555933
317,53.387655776522251
318,53.357095035755606
319,53.326691782434466
320,53.296464061444397
321,53.266434255917318
322,53.236608628250565
323,53.206987038820955
324,53.177565786181731
325,53.149418268608997
326,53.119922646374221
327,53.090649165251648
328,53.061842708541121
329,53.033376980436287
330,53.005156843436453
331,52.977133704316202
332,52.949291860320045
333,52.92163235925176
334,52.894154899255625
335,52.866865744142274
336,52.839774220415109
337,52.812882522584687
338,52.78665116535376
339,52.759979286415955
340,52.733490778811642
341,52.707336196864503
342,52.681509142611105
343,52.655977035807894
344,52.630709606699838
345,52.605698554570324
346,52.580945370170525
347,52.556457276844867
348,52.532239480179101
349,52.508296873787401
350,52.484638002134375
351,52.461251270861567
352,52.438137567214881
353,52.415358874359697
354,52.392773173356318
355,52.370426092089758
356,52.348355484517299
357,52.326564864769182
358,52.305046051733029
359,52.28378797602852
360,52.262782951024292
361,52.24414666631435
362,52.220259132590115
363,52.201891454623649
364,52.179193918714248
365,52.16189681992455
366,52.141666533467628
367,52.119620731406314
368,52.103442006317437
369,52.084044173385394
370,52.064710211434203
371,52.045907257022634
372,52.027538909016414
373,52.009295713506106
374,51.991483627980131
375,51.973866481928269
376,51.956409287753388
377,51.939107955109023
378,51.921980791038266
379,51.90503442356237
380,51.888510188042176
381,51.871816147301956
382,51.855292205760463
383,51.838980049111399
384,51.822864111240619
385,51.806927149842181
386,51.791157158154476
387,51.775552052739329
388,51.760102379410284
389,51.744810534662179
390,51.72966374607455
391,51.714673470423691
392,51.699823577970733
393,51.685121602108381
394,51.67055917843328
395,51.65598534525958
396,51.641740878623409
397,51.627663551104092
398,51.613697233323819
399,51.599853113648749
400,51.586130350376095
401,51.572546198683312
402,51.559094021385306
403,51.545786247606429
404,51.532612642503352
405,51.519582538786835
406,51.506714178787206
407,51.494009478760461
408,51.481423399989808
409,51.468981868336925
410,51.45671628022825
411,51.44459154276268
412,51.432577503456912
413,51.420707584257741
414,51.409004667575232
415,51.397412726842788
416,51.385920576564274
417,51.374573307650792
418,51.363363122808153
419,51.352255484938041
420,51.341242372406782
421,51.33036626875662
422,51.319627903318349
423,51.308993201922476
424,51.298476867669081
425,51.288077014341582
426,51.277784868001049
427,51.267594257434951
428,51.257503873381552
429,51.247513049725967
430,51.237621015699403
431,51.227826323676425
432,51.217722086213314
433,51.208254995245682
434,51.198873132416054
435,51.189539943191846
436,51.180256187248688
437,51.171027089281722
438,51.161917910010345
439,51.152824072205249
440,51.143793323346472
441,51.134846673281515
442,51.125984209854607
443,51.117203046963027
444,51.108503667115315
445,51.09988324089835
446,51.091344160616359
447,51.082888630531272
448,51.074516881957095
449,51.06623000319064
450,51.058028414016178
451,51.049910236575215
452,51.04187371133736
453,51.033919172304877
454,51.026050399154656
455,51.018270360475697
456,51.010574778617354
457,51.002974378388103
458,50.995470527857492
459,50.988064953018807
460,50.980759323259122
461,50.973552852054468
462,50.96644444500987
463,50.959433675341245
464,50.952519161239763
465,50.945697560920451
466,50.938965269177856
467,50.932324488996983
468,50.925754442970799
469,50.91926765165266
470,50.912855725304553
471,50.906515714918783
472,50.900240854257163
473,50.894030984516064
474,50.88788138695196
475,50.881789536407666
476,50.875755422050474
477,50.869777749505602
478,50.863855013675561
479,50.857986164002
480,50.852169966477163
481,50.846405307779719
482,50.840698726052551
483,50.83503639786619
484,50.829426594428526
485,50.823863249701844
486,50.818348820905044
487,50.812882480727467
488,50.807463599887456
489,50.802091928187906
490,50.796766926170733
491,50.791487963015015
492,50.786254153303162
493,50.781064691948245
494,50.775918551522977
495,50.770814533986595
496,50.765751679852372
497,50.760729193795555
498,50.755746315971919
499,50.750803092387002
500,50.745897985040642
501,50.741030419820277
502,50.736199388545174
503,50.731404863300838
504,50.726645996923878
505,50.721922356037396
506,50.717234013312236
507,50.712579860736128
508,50.707959884198658
509,50.703373994992774
510,50.698821800715677
511,50.694303078096311
512,50.689817618097265
513,50.685365072099046
514,50.680945127238545
515,50.67655783446844
516,50.67220318022629
517,50.667880892635026
518,50.663590835309947
519,50.659332931176323
520,50.655131788410415
521,50.650941022968254
522,50.64677357436068
523,50.642640709972568
524,50.638545025919314
525,50.634485831331233
526,50.630462502442242
527,50.626482706807963
528,50.622525899168636
529,50.618607965238652
530,50.614729487527768
531,50.610888913206509
532,50.607086754044133
533,50.603323137476139
534,50.599598109008582
535,50.595911803745423
536,50.592264337881033
537,50.588655694229828
538,50.58508573863179
539,50.581553995226614
540,50.578060055752246
541,50.57460337082631
542,50.57118331002448
543,50.567799230421372
544,50.56445034254682
545,50.561135914473198
546,50.557855281588957
547,50.554607855611096
548,50.551392934981777
549,50.548209729496648
550,50.545057474128839
551,50.541935509586381
552,50.538843154774895
553,50.53577983502538
554,50.532745090502885
555,50.529388893544137
556,50.527000756189409
557,50.523675701828893
558,50.521201354695393
559,50.517879223883028
560,50.515418916692738
561,50.512154923708124
562,50.509741008221454
563,50.506540279926014
564,50.504172615483697
565,50.501031687622344
566,50.49870855874849
567,50.495625673175141
568,50.493346539554352
569,50.490322059622201
570,50.487755196814817
571,50.485297732692061
572,50.482811728444972
573,50.480298144631888
574,50.477783734966579
575,50.475285991701924
576,50.472812344205408
577,50.4703645675404
578,50.467942147517078
579,50.465544104177411
580,50.463169607801319
581,50.460818072658299
582,50.458489131830333
583,50.456182467963799
584,50.453897881381124
585,50.451635179703715
586,50.449394152618765
587,50.447174582214927
588,50.444976293177035
589,50.442799105043548
590,50.44064275981475
591,50.438507008629358
592,50.436391676552546
593,50.434296561525628
594,50.432221440658452
595,50.43016606961595
596,50.428130251620587
597,50.42611379286609
598,50.424116480864711
599,50.422138086211817
600,50.420178387246381
601,50.418237181728387
602,50.416314274652279
603,50.414409450149378
604,50.412522503672221
605,50.410653258785885
606,50.408801544017251
607,50.406967170304426
608,50.405149961003815
609,50.403349734252743
610,50.401566330504579
611,50.399799591005944
612,50.398049346266873
613,50.39631545484184
614,50.394597756740723
615,50.392896107499723
616,50.391210363783728
617,50.389540386084775
618,50.387886040570891
619,50.386247208034206
620,50.384623758198131
621,50.383015571094404
622,50.381422534539013
623,50.379844547942866
624,50.378281937066106
625,50.376734539595986
626,50.375201982771898
627,50.373683949778069
628,50.372180296818499
629,50.3706910596581
630,50.369216111330388
631,50.367755263779941
632,50.366308307349016
633,50.364875073729365
634,50.363455409671531
635,50.362049222386759
636,50.360656395307217
637,50.359276819398815
638,50.357910381356589
639,50.356556957196972
640,50.355216460419456
641,50.353888796186766
642,50.352573858602398
643,50.351271523949151
644,50.349981691725645
645,50.348704251452318
646,50.34743909535797
647,50.346186128774093
648,50.34494524550405
649,50.343716329030883
650,50.342499295639925
651,50.341294021087094
652,50.340100414393817
653,50.33891842108784
654,50.337747941614225
655,50.33658882286494
656,50.335440904146878
657,50.33430409110747
658,50.333178313558392
659,50.332063484185198
660,50.3309595191825
661,50.32986631585203
662,50.32878377013202
663,50.327711783533857
664,50.326650268170567
665,50.325599105151525
666,50.324558200205672
667,50.323527452971575
668,50.322506765188621
669,50.321496035807513
670,50.320495179584668
671,50.319504110841365
672,50.318522731257531
673,50.317550943464028
674,50.316588668837028
675,50.315635784184963
676,50.314692206903487
677,50.313757853618313
678,50.312832649114341
679,50.311916496290678
680,50.311009307153142
681,50.310110991897716
682,50.309221459512969
683,50.308340636404012
684,50.307468425890761
685,50.306604745025368
686,50.30574951508396
687,50.304902649354347
688,50.304064055732169
689,50.303233663732726
690,50.302411391778321
691,50.301597148996336
692,50.300790862291365
