"Iteration","Drag in X Monitor: Drag in X Monitor (N)"
1.0,4976.155857516549
2.0,3171.602597590404
3.0,1861.1221229562439
4.0,1087.6699168309237
5.0,689.68589653353
6.0,427.1438455294408
7.0,268.0380508268714
8.0,180.4985914802253
9.0,137.2489701044407
10.0,140.49177382815725
11.0,128.85792838115879
12.0,127.26622618616432
13.0,123.82544495839731
14.0,119.92337722746542
15.0,115.88271025960606
16.0,112.51320966052957
17.0,109.47140448826576
18.0,107.90836669620968
19.0,106.34857765438758
20.0,105.1056063400076
21.0,103.32746269939963
22.0,101.21927375187917
23.0,99.11636164014905
24.0,97.05636526422155
25.0,95.17286018036648
26.0,93.44112977226409
27.0,91.651289838006
28.0,89.96647453430246
29.0,88.29470374600325
30.0,86.62045069045693
31.0,84.8880089145006
32.0,83.14034191682221
33.0,81.44354869778826
34.0,79.76753616603241
35.0,78.01186826649933
36.0,76.18832409733416
37.0,74.3485126536679
38.0,72.50472091044625
39.0,70.56290175621466
40.0,68.61812192461736
41.0,66.64652543511615
42.0,64.66806708978658
43.0,62.678253635194835
44.0,60.674149535303656
45.0,58.677927657126475
46.0,56.65982947043375
47.0,54.678074642454135
48.0,52.737763779049715
49.0,50.8287195562161
50.0,48.96045872341949
51.0,47.18185796447983
52.0,45.431173327111395
53.0,43.71914611854683
54.0,42.103819700814796
55.0,40.55637888111818
56.0,39.15443859411636
57.0,37.82436724245437
58.0,36.78287067636475
59.0,35.401721402128004
60.0,34.53718843783537
61.0,33.60815263563842
62.0,32.760552922442145
63.0,32.06083108237169
64.0,31.478196804155914
65.0,31.061458617228453
66.0,30.773227225908755
67.0,30.596172466326323
68.0,30.585637077057953
69.0,30.76416948377701
70.0,30.97341565550397
71.0,31.389327421674352
72.0,31.898868742132322
73.0,32.56544982125229
74.0,33.27428425891938
75.0,34.007033392972744
76.0,34.78480736445184
77.0,35.58971755320144
78.0,36.50310274409398
79.0,37.42370927070681
80.0,38.364408680596796
81.0,39.3442642811799
82.0,40.373280525266665
83.0,41.41360576221783
84.0,42.52741631117419
85.0,43.58333127218921
86.0,44.61613084229012
87.0,45.7099068291314
88.0,46.77708059066953
89.0,47.775409575163394
90.0,48.884950138388405
91.0,49.89653815123083
92.0,50.88455788771839
93.0,51.82461466251135
94.0,52.81055279972037
95.0,53.68229837040954
96.0,54.51771793858188
97.0,55.29505940964265
98.0,56.04073821308299
99.0,56.753380720027366
100.0,57.34950834426661
101.0,57.86555598546221
102.0,58.31800261505029
103.0,58.688270400432714
104.0,58.88010199047507
105.0,58.91178455801618
106.0,58.892835543351396
107.0,58.755514166902614
108.0,58.54011479423514
109.0,58.3162754781213
110.0,57.80941904679102
111.0,57.022527081714884
112.0,56.258542963465715
113.0,55.319850018805056
114.0,54.3292940004647
115.0,53.09642376408476
116.0,51.73800520565976
117.0,50.06153879969355
118.0,48.60907576686955
119.0,46.95415992019346
120.0,44.75391808344904
121.0,42.93884671164818
122.0,40.84664211794825
123.0,38.856715879089535
124.0,36.71548225653012
125.0,33.97277674153915
126.0,32.086907218782216
127.0,30.070295564906786
128.0,27.998752493345194
129.0,25.631691501445943
130.0,23.64809555735289
131.0,21.706071515955557
132.0,19.697649218997157
133.0,17.810265220457836
134.0,15.904345092431555
135.0,13.976010204701268
136.0,12.282513489380108
137.0,10.15099344157126
138.0,8.356544371037245
139.0,6.5805315092933085
140.0,4.687811112638357
141.0,2.994093215395125
142.0,1.1944932325891244
143.0,-0.7164543447734673
144.0,-2.694457445766929
145.0,-4.470567814074116
146.0,-5.836852098316356
147.0,-7.272303673940854
148.0,-8.278586228046876
149.0,-8.98750131745544
150.0,-9.447006971794252
151.0,-9.606586196728514
152.0,-9.272665507810046
153.0,-8.56681032746404
154.0,-7.457725657710299
155.0,-5.206499326260499
156.0,-2.6355525698025133
157.0,0.6775103320798621
158.0,4.456939154133266
159.0,9.01716664671315
160.0,13.712437085288897
161.0,18.690340402813106
162.0,23.872998714187915
163.0,29.54257191614498
164.0,35.19832210370828
165.0,40.3675295091451
166.0,44.34778198653821
167.0,50.40309066028421
168.0,54.29326002596375
169.0,59.73569193473185
170.0,63.61158316556748
171.0,65.92005872552603
172.0,69.17619678112933
173.0,71.52594478662186
174.0,73.10372981064047
175.0,74.11728044614514
176.0,74.70935095535263
177.0,74.97462425120854
178.0,74.9896623869887
179.0,74.41929491798406
180.0,73.93657645311413
181.0,73.31128122332431
182.0,72.60504774957549
183.0,71.87500678414845
184.0,71.14136789791934
185.0,70.62067456080952
186.0,70.48377319170193
187.0,70.64589340565992
188.0,70.72896741692769
189.0,71.06700679007412
190.0,71.11425277653008
191.0,71.04062157117276
192.0,70.7284203579816
193.0,69.99755464421507
194.0,68.81704773353944
195.0,67.26738784555735
196.0,65.37887762244293
197.0,63.193772010566704
198.0,60.76068840210972
199.0,58.49813298147335
200.0,56.16572726112446
201.0,53.99505145982522
202.0,51.88925246589068
