"Iteration","Drag in X Monitor: Drag in X Monitor (N)"
1.0,3313.4267768991235
2.0,2134.67605907066
3.0,1332.177806911394
4.0,825.7965317809052
5.0,518.8767122855234
6.0,314.87565377893674
7.0,191.10328897631362
8.0,119.7678142497271
9.0,86.24800062494771
10.0,72.31648581564484
11.0,65.69693240485277
12.0,60.56640938288041
13.0,56.16534473855711
14.0,52.3179072973587
15.0,49.241503684707155
16.0,46.24721364590796
17.0,44.13525485734645
18.0,41.478603207497535
19.0,39.46917739622589
20.0,37.506599621332875
21.0,35.5299514503796
22.0,33.65044637630392
23.0,31.905813420211373
24.0,30.29341667454372
25.0,28.828814291729422
26.0,27.542713742148877
27.0,26.42217402692322
28.0,25.440253155499715
29.0,24.541628894748108
30.0,23.76654273380679
31.0,23.0380741538853
32.0,22.353465844556236
33.0,21.695058427857024
34.0,21.06990234906727
35.0,20.476603517027645
36.0,19.9047460698781
37.0,19.360097862621323
38.0,18.81514486396692
39.0,18.282138390875836
40.0,17.787434712494747
41.0,17.29186564910725
42.0,16.816945175004697
43.0,16.357207300308204
44.0,15.913759259289057
45.0,15.515889788614736
46.0,15.063053406964196
47.0,14.703048424800164
48.0,14.31205542225091
49.0,13.931394959252003
50.0,13.565496023616635
51.0,13.210921073964382
52.0,12.871823542353148
53.0,12.553697804476446
54.0,12.253186203818426
55.0,11.967143956049771
56.0,11.697203866966571
57.0,11.440654255085558
58.0,11.196195413400314
59.0,10.974626877080894
60.0,10.769264129761794
61.0,10.617116897933148
62.0,10.40366293365241
63.0,10.276503167179463
64.0,10.116611091384687
65.0,10.02221450903107
66.0,9.931340829735749
67.0,9.850314734595784
68.0,9.783470277963225
69.0,9.732655174422327
70.0,9.705410370960074
71.0,9.684412217521253
72.0,9.672913053358911
73.0,9.666048653324452
74.0,9.685238252851587
75.0,9.694574891069788
76.0,9.72283079228976
77.0,9.745038195304051
78.0,9.766787086577473
79.0,9.788280805087968
80.0,9.809982400505405
81.0,9.830972243523913
82.0,9.849464300763024
83.0,9.870690223820883
84.0,9.872452256036347
85.0,9.877534207671356
86.0,9.87514544347611
87.0,9.875630487604582
88.0,9.86367510281617
89.0,9.851507137574135
90.0,9.833441341425331
91.0,9.809029971444389
92.0,9.779860331019265
93.0,9.750200350218655
94.0,9.718095904125732
95.0,9.68311608995738
96.0,9.646049603958605
97.0,9.606629711767766
98.0,9.565883092353026
99.0,9.524682625739008
100.0,9.482531496356113
101.0,9.441376916209652
102.0,9.398909402569949
103.0,9.355154203908164
104.0,9.31395140806466
105.0,9.274288240750725
106.0,9.236046172680567
107.0,9.196468073326898
108.0,9.160973351299102
109.0,9.123632800915132
110.0,9.087670874348813
111.0,9.056812975613589
112.0,9.021154249387784
113.0,8.985366564779
114.0,8.952583589892111
115.0,8.918125402977136
116.0,8.886890558761568
117.0,8.855005925754995
118.0,8.823694273575136
119.0,8.792318231931553
120.0,8.761091112922664
121.0,8.728919579910535
122.0,8.699652318439842
123.0,8.66842834327603
124.0,8.636578147701591
125.0,8.60463579007774
126.0,8.572522387374232
127.0,8.540519311130389
128.0,8.508286188280135
129.0,8.477634355093578
130.0,8.445878627698683
131.0,8.413532620115468
132.0,8.380965798780377
133.0,8.34819583395723
134.0,8.315368816347345
135.0,8.282684664782423
136.0,8.250278103821515
137.0,8.218251999199445
138.0,8.186611771246444
139.0,8.155424098136347
140.0,8.124747813069746
141.0,8.094640174914328
142.0,8.065135019129567
143.0,8.03636390348034
144.0,8.00836340542659
145.0,7.981169659150066
146.0,7.954835850403864
147.0,7.929418356383536
148.0,7.905451690798067
149.0,7.881832497700103
150.0,7.859151462418012
151.0,7.837375591423218
152.0,7.816915801285006
153.0,7.797566470086178
154.0,7.77932504180577
155.0,7.762237487294584
156.0,7.745998694512533
157.0,7.730677369897588
158.0,7.716306316123344
159.0,7.702544808632592
160.0,7.690006861293295
161.0,7.678490116520987
162.0,7.667816908048845
163.0,7.6580054610864146
164.0,7.64877959965909
165.0,7.640172424462907
166.0,7.632208375019047
167.0,7.624525540811302
168.0,7.617787183795098
169.0,7.611453006075074
170.0,7.605610074116306
171.0,7.600257286029848
172.0,7.59530583008798
173.0,7.5906706147595635
174.0,7.586300827936277
175.0,7.582160130667088
176.0,7.57822151818052
177.0,7.574446244045703
178.0,7.570744432418731
179.0,7.567223409754906
180.0,7.563784945973627
181.0,7.56038063925077
182.0,7.556990753252489
183.0,7.553597552322113
184.0,7.54977984380179
185.0,7.546467772195722
186.0,7.543138862637594
187.0,7.539688991644876
188.0,7.536128807025335
189.0,7.532473907479691
190.0,7.5292219627401735
191.0,7.524639197732615
192.0,7.521199701160633
193.0,7.516673568133047
194.0,7.51323707895013
195.0,7.508634808465722
196.0,7.505033533752929
197.0,7.500341412519337
198.0,7.496596430273534
199.0,7.49184314311313
200.0,7.487980848835882
201.0,7.483174952985529
202.0,7.47921429086561
203.0,7.474384529499854
204.0,7.47035819490095
205.0,7.465524429287889
206.0,7.461453991256782
207.0,7.456631129889402
208.0,7.452533570925251
209.0,7.44774302858486
210.0,7.443639258644961
211.0,7.43892472001367
