"Iteration: Iteration","Lift in Y Monitor: Force (N)"
1,10283.422800093822
2,6438.46203095085
3,3219.4620791694338
4,1661.8306341642433
5,1249.2301435309414
6,992.33357792926779
7,856.02156475506695
8,844.37196988960125
9,910.80381268953943
10,1013.0423081951978
11,1099.8708367423096
12,1157.8637205489565
13,1203.300505369946
14,1237.7181208457359
15,1266.7788608988988
16,1294.0030824127559
17,1320.087508794958
18,1356.5409072471348
19,1386.6024305565556
20,1414.7840224372553
21,1447.5014324199722
22,1468.0407184863943
23,1497.0764798405889
24,1521.4557268348162
25,1543.8419575951884
26,1565.1867744052868
27,1585.8625872351713
28,1605.1940076318665
29,1624.3338469944852
30,1642.7785250748452
31,1659.6828569560546
32,1675.5103921323105
33,1690.6326879311216
34,1704.5572304983996
35,1717.5302034002823
36,1729.6019080842007
37,1740.8332827502463
38,1751.2454631235523
39,1760.6073437750661
40,1769.232831017019
41,1777.1141711698849
42,1784.256301299896
43,1790.4904324360298
44,1795.8791381367178
45,1800.7628340063461
46,1804.7224682327387
47,1808.965850167285
48,1812.7567147279306
49,1814.8639982020807
50,1816.9300149519065
51,1818.167481715019
52,1818.9957971732126
53,1819.3607945291731
54,1819.4748624949837
55,1819.1626340604655
56,1818.376997923247
57,1816.7288854188594
58,1815.6396497550829
59,1814.3309836890003
60,1812.6499465025827
61,1810.7506495369626
62,1808.9014250918115
63,1807.0521947714378
64,1805.8273214351302
65,1803.8337228574972
66,1802.6030029707774
67,1801.4230501922571
68,1800.3342621113725
69,1799.8052840327284
70,1798.9952718236286
71,1798.7508754807168
72,1798.7145925107368
73,1799.265440556841
74,1799.7264477749816
75,1801.7077964525204
76,1803.033457484338
77,1805.5355056242167
78,1807.6661958197051
79,1809.9043305517041
80,1812.380772331084
81,1815.125975708736
82,1818.1812142694448
83,1821.5117956282447
84,1825.0276737286313
85,1828.6775706183444
86,1832.4652100996868
87,1836.3762070967464
88,1840.3513841786453
89,1845.105612901802
90,1848.3038329351493
91,1852.9695709660284
92,1857.0491500274841
93,1861.0943638456331
94,1865.1800228424092
95,1869.2267750677918
96,1873.3477177455934
97,1877.4544915250437
98,1881.5841879140971
99,1885.5005878107233
100,1889.3666821427114
101,1893.2219310945736
102,1896.9997634751282
103,1900.663575205871
104,1904.5367688181595
105,1907.6287217362176
106,1911.3466635215632
107,1914.3621736143548
108,1917.6952884312775
109,1920.9622047258156
110,1924.1368920061195
111,1927.2087712903099
112,1930.212161678279
113,1933.12656698008
114,1935.96029432418
115,1938.7024537585423
116,1941.4156475903928
117,1944.0685796096184
118,1946.613068666129
119,1949.1212657221688
120,1951.5497729452916
121,1953.9181969868466
122,1956.2250104931391
123,1958.4622590569406
124,1960.6275103189316
125,1962.7377427377519
126,1964.7754848421537
127,1966.7356141353262
128,1968.6597442533787
129,1970.5038662403401
130,1972.2773509568233
131,1973.9934969623157
132,1975.6482294218742
133,1977.2318714436453
134,1978.7673259136391
135,1980.2510599664331
136,1981.6834674342426
137,1982.9041914962402
138,1984.2722550412898
139,1985.6293759551929
140,1986.9118681265961
141,1988.1122434701158
142,1989.2569562780041
143,1990.3439490399376
144,1991.4047797018845
145,1992.4329161637727
146,1993.4254304030324
147,1994.3839927992758
148,1995.3125309104428
149,1996.2127304481426
150,1997.0882633085334
151,1997.9444958050547
152,1998.7841307354408
153,1999.6051727587253
154,2000.4101258296735
155,2001.2017542954154
156,2001.982700791156
157,2002.7549251174414
158,2003.5235738499052
159,2004.2868498485116
160,2005.0434602752398
161,2005.901604139643
162,2006.5394639689437
163,2007.3786081858666
164,2008.1387067514763
165,2008.8842267952743
166,2009.6465886111321
167,2010.4275189622188
168,2011.2193289718666
169,2012.073576833156
170,2012.7945651104408
171,2013.68006350985
172,2014.4904403753244
173,2015.3111826802026
174,2016.1489440771102
175,2016.9995699255194
176,2017.8607582278619
177,2018.6668143745201
178,2019.5713134463242
179,2020.4817378280113
180,2021.3868353848104
181,2022.2906694729991
182,2023.1967804022636
183,2024.1081363873188
184,2025.0239375426711
185,2025.9432386663425
186,2026.8655887653308
187,2027.7906040296407
188,2028.7171821959823
189,2029.6444532200871
190,2030.5717531684577
191,2031.4980961397712
192,2032.4988413911105
193,2033.315163140172
194,2034.3106219320671
195,2035.2034164453789
196,2036.0959188073357
197,2036.9923090715156
198,2037.8897852749017
199,2038.7824377781596
200,2039.6721208349184
201,2040.555819270221
202,2041.4310118057481
203,2042.298445191466
204,2043.1582377818604
205,2044.0109945065401
206,2044.8554653554597
207,2045.6913836303993
208,2046.5278254020427
209,2047.3427372697954
210,2048.1495320568265
211,2048.9505188728967
212,2049.7445000192592
213,2050.466737961809
214,2051.3492176382802
215,2052.0336800606688
216,2052.8846922532175
217,2053.5511034313522
218,2054.3799601521673
219,2055.0314743828953
220,2055.8441830752395
221,2056.4812155277195
222,2057.274962782496
223,2057.8956121974306
224,2058.673241269772
225,2059.2820693935605
226,2060.0380635160041
227,2060.6342529302333
228,2061.3712054548846
229,2062.0062060109749
230,2062.6433347247812
231,2063.2795540052998
232,2063.9110236958845
233,2064.5354429167751
234,2065.1524289494737
