"Iteration: Iteration","Lift in Y Monitor: Force (N)"
1,15194.34455923285
2,9132.7251828303342
3,4537.6363779799913
4,2355.8329075899537
5,1742.756217229482
6,1350.002465393341
7,1138.6686951286304
8,1073.8608627367425
9,1101.1724020196552
10,1397.7598853683569
11,1436.1820881653691
12,1563.7331457292412
13,1593.848138709863
14,1619.9910726225091
15,1662.9886420156142
16,1688.7807232749201
17,1732.8770946287862
18,1775.5233291184963
19,1817.8003903691219
20,1865.5931675068307
21,1898.953503172316
22,1930.2185140392999
23,1961.6124615162564
24,1992.0740927504212
25,2021.8168788195869
26,2049.3602712471165
27,2075.9358270687922
28,2100.3540787530728
29,2123.235684624889
30,2145.0045879954155
31,2165.3193875445372
32,2184.7874835621974
33,2202.6098079631302
34,2219.3215951997427
35,2234.5698787273172
36,2248.6344046760896
37,2261.4191794847302
38,2272.9981019706565
39,2283.0667707031394
40,2291.9756215726725
41,2299.7172163217974
42,2306.4324519119909
43,2311.6555083051207
44,2316.8451303459246
45,2321.1037704566215
46,2324.3757887972915
47,2326.0948317170864
48,2327.227960845526
49,2327.9650124665663
50,2327.7753688450862
51,2326.6791361313763
52,2325.3909303316941
53,2323.10265490027
54,2320.2827366105162
55,2318.1860063224576
56,2314.6205238539173
57,2311.7223108092762
58,2307.1766288369954
59,2303.9908451673637
60,2300.2299326996213
61,2295.8654860473921
62,2291.6697961040572
63,2287.7416181214699
64,2284.1373247441934
65,2281.4549696796739
66,2276.9946212267291
67,2274.6323649860997
68,2272.2387491878908
69,2269.6814588509556
70,2268.3684676860294
71,2265.0990543689977
72,2264.5332474159909
73,2263.4824012771519
74,2263.4864465756609
75,2263.8437857253666
76,2264.4659099312798
77,2265.6103495533625
78,2266.9093371148506
79,2268.3521740840979
80,2270.0276767856503
81,2272.016627874465
82,2274.2302468895082
83,2276.6483789216722
84,2279.3491429857531
85,2282.2354079840629
86,2285.2573912810972
87,2288.4029534203951
88,2291.5619507708193
89,2294.8375677703621
90,2298.1710453851865
91,2301.4828008806126
92,2304.8471578652398
93,2308.0920448909319
94,2311.3284095250424
95,2314.5543242235435
96,2317.6858825995282
97,2320.6705847045578
98,2323.5208223182372
99,2326.3354092836175
100,2329.0262668412943
101,2331.598851960026
102,2334.1035183290296
103,2336.4553131074704
104,2338.697330388266
105,2340.7998989663256
106,2342.7461494465133
107,2344.5878836897182
108,2346.3702023088622
109,2348.0396520103277
110,2349.6374365142851
111,2351.1432728893478
112,2352.5472304139344
113,2353.8578332413435
114,2355.0907240038305
115,2356.2509530003213
116,2357.3196329458347
117,2358.3223572435536
118,2359.2731335278968
119,2360.1881916931575
120,2361.0234365979018
121,2361.8144869819348
122,2362.5221372236051
123,2363.1777513228494
124,2363.7808533188868
125,2364.3594977320922
126,2364.8850367010364
127,2365.3552256201915
128,2365.789456385251
129,2366.1882703556848
130,2366.5568083738231
131,2366.9222814356986
132,2367.2658523334276
133,2367.5655999249361
134,2367.8415414209621
135,2368.0852058080645
136,2368.283161259636
137,2368.6404767664171
138,2368.8380093738192
139,2369.1429458462958
140,2369.3135427107823
141,2369.6116197911342
142,2369.7978543876056
143,2370.1132680769415
144,2370.3207976200047
145,2370.6887558652529
146,2370.9396853779572
147,2371.4018940998908
148,2371.72193652549
149,2372.2970528409642
150,2372.7839520426601
151,2373.3204258326614
152,2373.9058977894147
153,2374.5430127721338
154,2375.2125761238544
155,2375.9660092450958
156,2376.7984006421239
157,2377.7158752917021
158,2378.6895147355781
159,2379.7124925194184
160,2380.7932382023387
161,2382.1238984948072
162,2383.1341345657529
163,2384.6104459777448
164,2385.9539462394737
165,2387.3378920344799
166,2388.8105191829172
167,2390.3575669635475
168,2391.9557929138359
169,2393.6218134357086
170,2395.326131848843
171,2397.0945003400325
172,2398.9133966965824
173,2400.7669360608697
174,2402.6510281914107
175,2404.5742825378466
176,2406.5420683961302
177,2408.5122675601856
178,2410.5033593133144
179,2412.5160375106311
180,2414.5434790271565
181,2416.6255287274744
182,2418.6374182699733
183,2420.666902501473
184,2422.6935465317565
185,2424.7276342635096
186,2426.755135475888
187,2428.769452518397
188,2430.7770399183714
189,2432.9026670594458
190,2434.6705162906205
191,2436.7857538117287
192,2438.5395042885107
193,2440.6349188915451
194,2442.3566808755345
195,2444.4181435730579
196,2446.0990523958453
197,2448.1036181627469
198,2449.7323186994108
199,2451.7035378383425
200,2453.2881178790931
201,2455.2177250828945
202,2456.7610208959304
203,2458.6607955142695
204,2460.1689317047321
205,2461.9993011471224
206,2463.4706338005658
207,2465.2681977448397
208,2466.7208064046754
209,2468.3540288673071
210,2469.9515202919206
211,2471.5328802371973
212,2473.0900653079702
213,2474.6322627774457
214,2476.1623058278078
215,2477.6846946913288
216,2479.1949195914303
217,2480.6958640033608
218,2482.1888088775404
219,2483.6748000257439
220,2485.1370317184383
221,2486.6306392995748
222,2488.099064475547
223,2489.5604182214202
224,2491.0164735820476
225,2492.4606181336881
226,2493.9066311416013
227,2495.3526550490542
228,2496.7909519479881
229,2498.2152602786014
230,2499.6311812496356
231,2501.0417636006937
232,2502.449321867834
233,2503.8684896152804
234,2505.251542446676
235,2506.6164649506486
236,2507.9990098602484
237,2509.3732117123805
238,2510.7330976484886
239,2512.0837450462627
240,2513.4256954292769
241,2514.7590356540727
242,2516.0835429269723
243,2517.3993417499155
244,2518.7067562656966
245,2520.0037757927339
246,2521.29351088871
247,2522.5768599270282
248,2523.9204229373531
249,2525.0704030047905
250,2526.3339200688688
251,2527.5952411009143
252,2528.8397051079701
253,2530.0697439532241
254,2531.2825836757056
255,2532.4926729671597
256,2533.6952730391386
257,2534.8893631585702
258,2536.1529468710023
