"Iteration: Iteration","Lift in Y Monitor: Force (N)"
1,3109.2924299236674
2,2124.0557463739101
3,1200.3667554069998
4,770.80910073884741
5,571.37141950925684
6,484.36951712213568
7,433.53414296936063
8,411.27171648064444
9,432.94721835677302
10,477.33383835837532
11,521.09141158490854
12,555.13082064536241
13,581.60907223948243
14,601.26746378172049
15,610.32579464527339
16,628.25009501975876
17,642.10231037862104
18,655.12082108027334
19,668.27281875845222
20,686.39915488338966
21,696.37451262716365
22,708.77305469886858
23,727.32499964193164
24,742.20477712782179
25,755.00519316919963
26,767.02049878555238
27,780.66215981165851
28,791.14359717919206
29,801.34883067863552
30,811.85447406956007
31,822.28402034611486
32,832.60251224497233
33,842.36192202302618
34,851.75566242098319
35,860.80294072760228
36,869.36961462163242
37,877.48739468426356
38,885.28947636468035
39,892.5027174254169
40,899.3792362414124
41,905.88787975624962
42,911.22897028158343
43,918.33010572352271
44,922.92929657491675
45,928.12339956499011
46,933.08780256590342
47,937.64992837877912
48,941.78141405560984
49,945.44310607379509
50,948.78551451791725
51,951.71137195287497
52,954.29871541520697
53,956.55566271845817
54,958.5126746631571
55,960.17552709135623
56,961.52695246876317
57,962.59886154579885
58,963.42537060563302
59,964.04238277386844
60,964.44363929884776
61,964.9492957249812
62,965.11472516895731
63,965.35343739060579
64,965.41838716824236
65,965.52009435157572
66,965.58196012233782
67,965.75086432990963
68,965.97888870368786
69,966.17838192474585
70,966.85358170347729
71,967.07246922015668
72,967.88841927744625
73,968.22319602951359
74,969.47687112712435
75,970.49951674413876
76,971.49193734116204
77,972.59195740061023
78,973.80959121633452
79,975.18927827004507
80,976.66178076689573
81,978.25919966480615
82,980.31759634421928
83,981.63421083049138
84,983.76101228783523
85,985.22835524718289
86,987.54028048721375
87,989.15255960099682
88,991.54596054348485
89,993.19820088557674
90,995.5604325220138
91,997.58174345836994
92,999.51690180681283
93,1001.4791891918842
94,1003.4521598415225
95,1005.4064561953026
96,1007.3440717607592
97,1009.2456563384401
98,1011.104135335252
99,1012.9184594165857
100,1014.7028939241634
101,1016.2098994441343
102,1018.1745073497416
103,1019.6144123158845
104,1021.2168870091688
105,1022.858800280184
106,1024.4250225046026
107,1025.9204497571493
108,1027.3602975717508
109,1028.7622691368358
110,1030.1378053820454
111,1031.4905447401763
112,1032.8098143675027
113,1034.1022082240941
114,1035.3678290252412
115,1036.6094432618033
116,1037.828758430712
117,1039.0259082059431
118,1040.1980151204434
119,1041.3575574447323
120,1042.4950215563636
121,1043.6086360247614
122,1044.7032323422177
123,1045.7795626566331
124,1046.83825300731
125,1047.8745990283257
126,1048.8904188624647
127,1049.8858724426113
128,1050.8604271961819
129,1051.8156960296278
130,1052.7511034367674
131,1053.669342514444
132,1054.5628623135358
133,1055.4332435371248
134,1056.2818128833269
135,1057.1051407229495
136,1057.9048967326157
137,1058.6831845780061
