"Iteration","Drag in X Monitor: Drag in X Monitor (N)"
1.0,6050.271954481739
2.0,3810.782647263102
3.0,2209.057483989928
4.0,1299.2857754654706
5.0,823.9252252623495
6.0,509.5113551835635
7.0,319.4606213262524
8.0,215.5296095047997
9.0,165.47918281266456
10.0,165.95312656021665
11.0,153.43163314345526
12.0,160.30971228947163
13.0,153.75469799428404
14.0,147.07681948399633
15.0,141.22835309862012
16.0,136.72648126567108
17.0,133.6804940824972
18.0,131.7666101737854
19.0,130.06248080153946
20.0,128.28563177150485
21.0,125.84141043625803
22.0,122.88233736032625
23.0,120.0054544868178
24.0,117.32261666613687
25.0,114.69809849119183
26.0,112.34567833781588
27.0,110.05978278555153
28.0,107.9689362107413
29.0,105.77253157489098
30.0,103.62062157624634
31.0,101.49815826814553
32.0,99.36516329218249
33.0,97.25389080817958
34.0,95.06358194838667
35.0,92.90255380512758
36.0,90.67654859186167
37.0,88.41447941336264
38.0,86.1050167824068
39.0,83.77287015416363
40.0,81.38423436586305
41.0,78.99347764738428
42.0,76.59045751398992
43.0,74.38646480404304
44.0,71.9682080071232
45.0,69.57212804071887
46.0,67.21126161484227
47.0,64.83518002563639
48.0,62.53650551115709
49.0,60.30585600874929
50.0,58.09339071614929
51.0,55.70508745966839
52.0,53.94235653206354
53.0,51.74057745357399
54.0,50.1273864390061
55.0,48.061412858803806
56.0,46.41001636229794
57.0,45.1141900807211
58.0,43.3285784960614
59.0,42.161305029379776
60.0,40.91524126266219
61.0,39.730293250070304
62.0,38.63967690039934
63.0,37.70991157061212
64.0,37.103493472042516
65.0,36.28251815432648
66.0,35.84564292948164
67.0,35.2986478638054
68.0,35.05559751499712
69.0,34.86965222430857
70.0,34.698165078266044
71.0,34.67712948573879
72.0,34.77494878272671
73.0,34.82456519040534
74.0,35.07586628718539
75.0,35.17430696070656
76.0,35.59122263196491
77.0,35.87327932303123
78.0,36.16315059175918
79.0,36.46761339751083
80.0,36.766898596758836
81.0,37.058077249482665
82.0,37.32990159755943
83.0,37.59444628921764
84.0,37.836601940170766
85.0,38.07920854801111
86.0,38.28249305554783
87.0,38.459504958158334
88.0,38.59206052171419
89.0,38.71159400295585
90.0,38.81082795348411
91.0,38.839871668940646
92.0,38.873850733546135
93.0,38.8241101899811
94.0,38.73952327545706
95.0,38.62351867197853
96.0,38.504016431065224
97.0,38.34266738504141
98.0,38.13681895382089
99.0,37.90360001024135
100.0,37.65509706039066
101.0,37.377816025324535
102.0,37.08695255018657
103.0,36.76693116500357
104.0,36.430935635554135
105.0,36.0754291956556
