"Iteration","Drag in X Monitor: Drag in X Monitor (N)"
1.0,4901.420047984458
2.0,3117.148716177992
3.0,1877.1326221649608
4.0,1131.2685902711673
5.0,712.59760197695
6.0,434.1390297900336
7.0,266.72935415046106
8.0,173.88460236166674
9.0,129.41063941750085
10.0,114.51760670087705
11.0,103.91907918671714
12.0,110.43761979828398
13.0,104.06042426339354
14.0,97.54595378659337
15.0,91.56392470796618
16.0,86.99545811813078
17.0,83.73214717658247
18.0,81.0571138336109
19.0,78.89342126801282
20.0,76.89172444486047
21.0,74.56518391666451
22.0,72.0662895198958
23.0,69.5687515994242
24.0,67.13172072501011
25.0,64.92456141048571
26.0,62.97641487369963
27.0,61.23774841010632
28.0,59.63678035087885
29.0,58.16703797443967
30.0,56.81525222887602
31.0,55.42498222856329
32.0,54.05486083762051
33.0,52.75291497702988
34.0,51.45076017591224
35.0,50.16886475107783
36.0,48.91205316649157
37.0,47.633798073409366
38.0,46.39718009002127
39.0,45.12339287194467
40.0,43.884805333052725
41.0,42.64789589754751
42.0,41.436005754195406
43.0,40.22840701154513
44.0,39.02761882621843
45.0,37.9646457841948
46.0,36.68704244857443
47.0,35.69686126295015
48.0,34.48876464332987
49.0,33.54408831796701
50.0,32.406023404240216
51.0,31.523639588232527
52.0,30.421774684815134
53.0,29.618959565195482
54.0,28.746373403755655
55.0,27.873294750109352
56.0,27.031819044064918
57.0,26.252091140275013
58.0,25.54678157984732
59.0,24.899833701836044
60.0,24.319257166753502
61.0,23.744832559603324
62.0,23.241714030353677
63.0,22.799560858514994
64.0,22.508499491099855
65.0,22.109598101375923
66.0,21.881495548519922
67.0,21.66690272275804
68.0,21.48401802445987
69.0,21.389819292573804
70.0,21.27408941159699
71.0,21.22814894306606
72.0,21.21480507925071
73.0,21.26921376472839
74.0,21.28465423005227
75.0,21.426313334736534
76.0,21.507624793796737
77.0,21.673680423968577
78.0,21.799155916214758
79.0,21.91206358552226
80.0,22.02682763167668
81.0,22.141427183407345
82.0,22.252681630201437
83.0,22.362957491022428
84.0,22.458887491489534
85.0,22.539147877552466
86.0,22.6083228179685
87.0,22.660595951962065
88.0,22.696932938902776
89.0,22.735464283366895
90.0,22.724717240208008
91.0,22.714221320792475
92.0,22.694659523527193
93.0,22.658548270912988
94.0,22.610772928800884
95.0,22.55464224047435
96.0,22.490764207318435
97.0,22.42113167472465
98.0,22.343425381555093
99.0,22.254402445221487
100.0,22.16568379718744
101.0,22.074559621497684
102.0,21.980367124039688
103.0,21.882079273873913
104.0,21.784429299157182
105.0,21.68532932457694
106.0,21.593611989005296
107.0,21.486720576785643
108.0,21.386753200914683
109.0,21.29072954572554
110.0,21.196016839686664
111.0,21.101967292102856
112.0,21.008087801845065
113.0,20.916603077196328
114.0,20.82058949350433
115.0,20.73009969554387
116.0,20.63563665355545
117.0,20.542364723851918
118.0,20.451506421734848
119.0,20.360267664538924
120.0,20.26779617433047
121.0,20.1746632733976
122.0,20.081224470763544
123.0,19.985486951599754
124.0,19.88885528370136
125.0,19.789174507629426
126.0,19.694898730531406
127.0,19.59234463309423
128.0,19.497649765101656
129.0,19.398322956081856
130.0,19.29638543358857
131.0,19.19416731015673
132.0,19.090966387779062
133.0,18.99071941951567
134.0,18.890883555608482
135.0,18.791608400789258
136.0,18.699872373247885
137.0,18.601920148288258
138.0,18.50577799801917
139.0,18.412263630791543
140.0,18.320694092189328
141.0,18.23117769866954
142.0,18.14419539182778
143.0,18.060196441176913
144.0,17.97931607389448
145.0,17.900923002149398
146.0,17.827640230159815
147.0,17.758072074356804
148.0,17.691885010727006
149.0,17.62894924219384
150.0,17.569546103037226
151.0,17.513696827555748
152.0,17.4614552808022
153.0,17.412803879760844
154.0,17.36768901379388
155.0,17.32618137878775
156.0,17.287913176301927
157.0,17.252692094881667
158.0,17.220188094016294
159.0,17.190907477766558
160.0,17.16460908027655
161.0,17.140958887399748
162.0,17.119760293013798
163.0,17.100827371471127
164.0,17.084085160526513
165.0,17.068899451929212
166.0,17.05441154068545
167.0,17.042521959185265
168.0,17.03255340207801
169.0,17.024575934823787
170.0,17.018525143350317
171.0,17.008981688557228
172.0,17.004996242312785
173.0,16.99748074821717
174.0,16.995416425086873
175.0,16.988935650861237
176.0,16.987988315787348
177.0,16.982055558662154
178.0,16.979226500927524
179.0,16.97687429743948
180.0,16.974075047830553
181.0,16.97075193632054
182.0,16.96709159103459
183.0,16.963653812982216
184.0,16.958658686699366
185.0,16.95419204633228
186.0,16.94943149960787
187.0,16.94419185349129
188.0,16.9384520693837
189.0,16.93222889564896
190.0,16.92553786090781
191.0,16.918396348067674
192.0,16.910800020618083
193.0,16.902768612243165
194.0,16.894340072295307
195.0,16.887925509617787
196.0,16.87466478564059
197.0,16.86749521508355
198.0,16.85654417329995
199.0,16.845439901637704
200.0,16.834564604781292
201.0,16.82370343005931
202.0,16.812703378162027
203.0,16.801604334592
204.0,16.79033562448909
205.0,16.77889625850696
206.0,16.76732735627796
207.0,16.7556600450784
208.0,16.744000775531447
209.0,16.732116384723824
210.0,16.720104635914268
211.0,16.708138068192014
212.0,16.69619732793683
213.0,16.682474105767696
214.0,16.6737633989938
215.0,16.659838919901745
216.0,16.650354806549004
217.0,16.636292261604225
218.0,16.626658295156346
219.0,16.612713685455432
220.0,16.603090746105153
221.0,16.58926828522894
222.0,16.579630890050083
223.0,16.56590049348675
224.0,16.55623096816825
225.0,16.542588363685695
226.0,16.53286894951235
227.0,16.519255959963544
228.0,16.50950312993038
229.0,16.49599500588957
230.0,16.48618374988797
231.0,16.47273633986842
232.0,16.462892771273005
233.0,16.449528375912053
234.0,16.439722729299262
235.0,16.42641883531776
236.0,16.41657046446248
237.0,16.404591116585323
238.0,16.392635769160094
239.0,16.3810789426591
