"Iteration","Drag in X Monitor: Drag in X Monitor (N)"
1.0,6661.100547532496
2.0,4173.38871342904
3.0,2389.4933511816535
4.0,1384.9701211162721
5.0,879.9600835033409
6.0,545.9242394552815
7.0,343.6250768639122
8.0,233.96704779484452
9.0,182.74958711664158
10.0,190.6647766461003
11.0,178.30591819721465
12.0,187.69862172333222
13.0,180.4451213250144
14.0,172.6850849497323
15.0,165.8293832531875
16.0,160.28936717948037
17.0,157.89178924780586
18.0,156.1135411064035
19.0,154.94097083103662
20.0,153.5531211870869
21.0,150.96828197403744
22.0,147.91272877179108
23.0,144.88625710774647
24.0,142.08070135859074
25.0,139.35752104651567
26.0,136.8995119503609
27.0,134.52256142838218
28.0,132.0789791932257
29.0,129.68276231212226
30.0,127.27558046024379
31.0,124.82973462689466
32.0,122.40246320268574
33.0,119.88574597930136
34.0,117.33996276080242
35.0,114.74315682903617
36.0,112.0687843073157
37.0,109.34018284879875
38.0,106.54982461387314
39.0,103.74468577635892
40.0,100.89711498617277
41.0,97.96310273890938
42.0,95.01360955746142
43.0,92.08099822267832
44.0,89.11428912361217
45.0,86.11476288051114
46.0,83.40916773317815
47.0,80.18436918846083
48.0,77.57813304519647
49.0,74.76332318666294
50.0,71.72045237791801
51.0,69.3280601836939
52.0,66.39402812105894
53.0,64.22558336176527
54.0,61.45350303796377
55.0,59.54417802371634
56.0,57.052620601249345
57.0,55.38606902649781
58.0,53.172841027761166
59.0,51.8298318657713
60.0,50.260979051923385
61.0,48.76685166188935
62.0,47.51286524959204
63.0,46.37904571198956
64.0,45.42871835450708
65.0,44.68364175896352
66.0,44.31916687340541
67.0,43.74607361511491
68.0,43.516440969462764
69.0,43.33641183898902
70.0,43.33706414671738
71.0,43.52787439407089
72.0,43.807305148950974
73.0,44.27614318658294
74.0,44.897241349781325
75.0,45.58320806862855
76.0,46.34152327063981
77.0,47.10612743627175
78.0,47.94003022564644
79.0,48.84340109518044
80.0,49.69479727681849
81.0,50.61983598550191
82.0,51.62703726740554
83.0,52.55803907093289
84.0,53.45079271772076
85.0,54.40503192611533
86.0,55.29183792373249
87.0,56.231104760670206
88.0,57.13812091688135
89.0,57.956532217489666
90.0,58.714269516659726
91.0,59.419565258736014
92.0,59.93389510878282
93.0,60.643260476433
94.0,61.19359749421773
95.0,61.70318533309279
96.0,61.996460926445366
97.0,62.348810876380696
98.0,62.56795587101877
99.0,62.68842814291867
100.0,62.79262080312111
101.0,62.75783353223588
102.0,62.59186993257663
103.0,62.28621939716197
104.0,61.88849864118572
105.0,61.24622084149675
106.0,60.585339550191236
107.0,59.71141524136277
108.0,58.866887139685815
109.0,57.82001555064815
110.0,56.68977661153707
111.0,55.365432662569845
112.0,53.8045311521914
113.0,52.11202876974173
114.0,50.36010560243699
115.0,48.56144691019199
116.0,46.72270000412084
117.0,44.73573654990017
118.0,42.703422780409426
119.0,40.694266506716815
120.0,38.855252191024476
121.0,36.806445517427164
122.0,34.91725721587912
123.0,33.057244762272376
124.0,31.212442894837864
125.0,29.594720412445156
126.0,28.069737795133307
127.0,26.651992678795978
128.0,25.30825406542928
129.0,24.147095579457158
130.0,23.126451268486477
131.0,22.2330932808201
132.0,21.480093858374886
133.0,20.888556030487734
134.0,20.485977220092963
135.0,20.22522337008141
136.0,20.035159766975937
137.0,20.131075060298258
138.0,20.431120901243418
139.0,20.933086332783432
140.0,21.549896183331896
141.0,22.563638819245256
142.0,23.699865383895855
143.0,24.951361955687872
144.0,26.512238675582864
145.0,28.245953481319987
146.0,30.162052208565655
147.0,32.147555217061125
148.0,34.236136556366205
149.0,36.04245743607626
150.0,38.18714347490865
151.0,40.492517103018315
152.0,43.45068021803024
153.0,45.25422121105615
154.0,47.21144540486597
155.0,49.190133463851595
156.0,51.15448753544774
157.0,52.92682859284332
158.0,54.59641609964774
159.0,55.87922176732076
160.0,57.201833880902115
161.0,57.878772794016385
162.0,58.41634504323059
163.0,58.79415106313667
164.0,59.28470223411955
165.0,59.81577256193046
166.0,60.29744633260205
167.0,60.85700458744935
168.0,61.50796754934791
169.0,62.223521870359576
170.0,63.16454810906737
171.0,64.1623689115676
172.0,65.62346270344523
173.0,67.71241260640133
174.0,69.70040763308813
175.0,72.10615028538115
176.0,74.78718193611215
177.0,77.3737544436382
178.0,79.72226056862121
179.0,81.7818261624648
180.0,83.65327522861793
181.0,85.22269924550486
182.0,86.35705734288211
183.0,86.91581012136365
184.0,87.09266392877268
185.0,86.83076596347334
186.0,86.12131171060332
187.0,84.8971200087251
188.0,83.17646105368215
189.0,81.00271542717638
190.0,78.39110171943642
191.0,75.81818188687586
192.0,72.93146555390823
193.0,70.14150138070914
194.0,67.18948386268235
195.0,64.29540307082485
196.0,61.33524475098665
197.0,58.41869970798385
198.0,55.33542201022428
199.0,52.41356758030554
200.0,49.51321789712645
201.0,46.708342170470814
202.0,44.010480520250496
203.0,41.43382604011532
204.0,38.92713995297834
205.0,36.516665947224965
206.0,34.22257201233211
207.0,32.0361691177572
208.0,30.110755769394927
209.0,28.541565964771166
210.0,27.495178527874486
211.0,26.93229050911961
212.0,26.845511789573436
213.0,27.202751118910726
214.0,28.09954139769988
215.0,29.813774887549044
216.0,31.74108137354773
217.0,34.125872398950065
218.0,36.68331642048986
219.0,39.4205423318391
220.0,42.10685612420144
221.0,44.55342650735841
222.0,47.06407643479372
223.0,49.369038238644265
224.0,51.42874894172573
225.0,53.314265095854665
226.0,54.95137137660484
227.0,56.343192834378186
228.0,57.42249293116686
229.0,58.194318349827284
230.0,58.56904343967764
231.0,58.70996884011652
232.0,58.53257819016926
233.0,58.13951066527807
234.0,57.48397458344519
235.0,56.618564874865484
236.0,55.58546236689995
237.0,54.384041507105906
238.0,53.05922715166827
239.0,51.69935603144975
240.0,50.26486162212893
241.0,48.76258134956353
242.0,47.263069462001766
243.0,45.72244921860201
244.0,44.21336507880602
245.0,42.72803170417811
246.0,41.36269946155019
247.0,40.1115448339668
248.0,38.98339388170666
249.0,37.97157691510321
250.0,37.13131267874442
251.0,36.451365357838256
252.0,36.069853707418616
253.0,35.63262390101872
254.0,35.417737432647044
255.0,35.40352878483881
256.0,35.52546991911166
257.0,35.76124300735967
258.0,36.0888206152741
259.0,36.51084666493756
260.0,36.98005398955766
261.0,37.52428746458526
262.0,38.11632185605862
263.0,38.754569545382196
264.0,39.409269647956364
265.0,40.108059708690064
266.0,40.84142512001216
267.0,41.57974093166874
268.0,42.31532954851039
269.0,43.02000183713355
270.0,43.729897406754446
271.0,44.2332113943952
272.0,44.98751489386558
273.0,45.4302667368884
274.0,46.029197847755825
275.0,46.31362262612825
276.0,46.66213496846831
277.0,46.852651861159956
278.0,46.90259006928349
279.0,46.79067233433935
280.0,46.57922114530484
281.0,46.27583438470916
282.0,45.886134216225514
283.0,45.42290807071231
284.0,44.901451412395375
285.0,44.34446751619137
286.0,43.7326781863749
287.0,43.06060861910211
288.0,42.33152347564035
289.0,41.65569298511849
290.0,40.999542901399366
291.0,40.38569433975903
292.0,39.822036264493164
293.0,39.360427718504866
294.0,38.98314106103439
295.0,38.714606217329845
296.0,38.531477484337756
297.0,38.41797478471574
298.0,38.39109962585073
299.0,38.42732713459861
300.0,38.485914531972355
301.0,38.59949843159373
302.0,38.69122989211496
303.0,38.87260988874337
304.0,39.03581483743045
305.0,39.252375713419696
306.0,39.56890865104023
307.0,39.79406397905211
308.0,40.179859685081766
309.0,40.44313779825322
310.0,40.848940211646266
311.0,41.17231282043747
312.0,41.46948374794425
313.0,41.71070527231336
314.0,41.90859304432854
315.0,42.072673107166594
316.0,42.178160969492694
317.0,42.250198319241235
318.0,42.28901394891696
319.0,42.30892253852852
320.0,42.3243908555433
321.0,42.30077451881087
322.0,42.29643994074175
323.0,42.2938341627829
324.0,42.289390699426235
325.0,42.32195002198495
326.0,42.362463139533446
327.0,42.444568178663644
328.0,42.498420039929584
329.0,42.56625635820569
330.0,42.59572367417928
331.0,42.61052215670938
332.0,42.57773281619538
333.0,42.51392611011042
334.0,42.371416759943656
335.0,42.23321559338166
336.0,41.998126444520096
337.0,41.813803358454265
338.0,41.52215746190697
339.0,41.32550923007378
340.0,41.031001582889076
341.0,40.847062346712534
342.0,40.598906593262456
343.0,40.442299305953384
344.0,40.285058483564825
345.0,40.13492301237912
346.0,40.003931760084896
347.0,39.90316744389017
348.0,39.8369214229694
349.0,39.80227441810041
350.0,39.79650952188206
351.0,39.84649638325649
352.0,39.91100820351872
353.0,40.05778525976544
354.0,40.18451825555846
355.0,40.332792847150415
356.0,40.47968127580765
357.0,40.62086166870699
358.0,40.73032161535352
359.0,40.781762885277004
360.0,40.764093470359825
361.0,40.652649786851555
362.0,40.48866287794323
363.0,40.20020625217299
364.0,39.96569699997036
365.0,39.5875414571623
366.0,39.32851890108873
367.0,39.05086601544113
368.0,38.69724171429036
369.0,38.51774561640127
370.0,38.342640633283736
371.0,38.209443059051665
372.0,38.11926293663825
373.0,38.08330645314632
374.0,38.11287083336154
375.0,38.19556034482565
376.0,38.37090559524421
377.0,38.52742573396898
378.0,38.794727103608665
379.0,38.9948919725432
380.0,39.35753055460086
381.0,39.60314369334
382.0,39.884493449909
383.0,40.16846701299221
384.0,40.451968197666844
385.0,40.68444575988991
386.0,40.86740063400319
387.0,40.952509987006266
388.0,40.92543720215011
389.0,40.79323429179729
390.0,40.46904647577679
391.0,40.21405593764962
392.0,39.749161752158045
393.0,39.4292400439131
394.0,38.9394781888399
395.0,38.62585745237993
396.0,38.26894667723565
397.0,37.91417390506746
398.0,37.58974128285436
399.0,37.32662320467534
400.0,37.135405499784326
401.0,37.02871026067464
402.0,37.00616047159903
403.0,37.06106597473453
404.0,37.16770610204901
405.0,37.418647957270764
406.0,37.62253401104408
407.0,37.889666825773645
408.0,38.20639833727569
409.0,38.51325411470182
410.0,38.81098469508001
411.0,39.095864052944535
412.0,39.31800602411627
413.0,39.45862192275081
414.0,39.514988772621166
415.0,39.47365451584105
416.0,39.304880599392646
417.0,39.12829054868328
418.0,38.90663814689023
419.0,38.5638092144917
420.0,38.329817378484904
421.0,38.06090119118852
422.0,37.79062582505284
423.0,37.53413738576913
424.0,37.31989776600676
425.0,37.15298774653783
426.0,37.06994365981788
427.0,37.04155706828024
428.0,37.085002796581875
429.0,37.22942649311983
430.0,37.37489448109352
431.0,37.56527014382371
