"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,1436.4970271913587
2.0,993.9050141797834
3.0,569.3011736077879
4.0,367.70738475461803
5.0,269.0833633092843
6.0,222.270340091048
7.0,194.0515292576329
8.0,178.96475784678543
9.0,182.92156668348156
10.0,198.4593689543315
11.0,215.42609601623798
12.0,228.17789706703698
13.0,238.35037230890651
14.0,246.01527880012145
15.0,249.68847712574512
16.0,257.3026418897781
17.0,260.78850683305586
18.0,268.08091829505594
19.0,274.8040854843706
20.0,280.8112094827143
21.0,288.273967584065
22.0,292.357055282706
23.0,297.20108456161734
24.0,304.61424882928185
25.0,310.3512555767849
26.0,315.2923446153818
27.0,319.9097760839449
28.0,325.46302073132955
29.0,329.6584967533188
30.0,333.7541944778033
31.0,337.8990954421034
32.0,342.08083799312607
33.0,346.05448878030853
34.0,349.9384317616359
35.0,353.660154878324
36.0,357.19289363486405
37.0,360.5278436117406
38.0,363.69204354392747
39.0,366.6888839209421
40.0,369.47968360823177
41.0,372.16534198572816
42.0,374.3486939685174
43.0,377.2586802629418
44.0,379.1279411158144
45.0,381.24429809952557
46.0,383.27619477050723
47.0,385.13917755956624
48.0,386.82941679915297
49.0,388.31811448770065
50.0,389.64806886614144
51.0,390.8380847763981
52.0,391.87742548406555
53.0,392.79422537123963
54.0,393.58907705377675
55.0,394.249737060535
56.0,394.7874289479972
57.0,395.20048569127846
58.0,395.5165260835914
59.0,395.7531711936489
60.0,395.91021884766064
61.0,396.0831807964603
62.0,396.1286706560164
63.0,396.1879133883725
64.0,396.20121781659424
65.0,396.21318369989564
66.0,396.2220744406872
67.0,396.2685518391182
68.0,396.3348231788029
69.0,396.39840896020036
70.0,396.62530987628185
71.0,396.6980643469082
72.0,396.9722323490711
73.0,397.09857949545295
74.0,397.57533073147044
75.0,397.9708606128473
76.0,398.3516093221558
77.0,398.77354005842795
78.0,399.24452644461627
79.0,399.7738381925843
80.0,400.35056993241653
81.0,400.97636632860304
82.0,401.6338391997515
83.0,402.32318051593967
84.0,403.19780082718813
85.0,403.74867502508056
86.0,404.62944014515847
87.0,405.2535301555751
88.0,406.19695961286095
89.0,406.85109033840996
90.0,407.79232579989593
91.0,408.58728348648094
92.0,409.35381361076986
93.0,410.1316860232069
94.0,410.9139283167681
95.0,411.6830646276411
96.0,412.4498636122384
97.0,413.2095075312683
98.0,413.84416836942023
99.0,414.68541986886447
100.0,415.3012502613058
101.0,415.9804160402276
102.0,416.66486393899487
103.0,417.3271034126806
104.0,417.9704782949727
105.0,418.5819635896863
106.0,419.1668209176534
107.0,419.7396917892657
108.0,420.30103605598896
109.0,420.85041490908617
110.0,421.3877023263812
