"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,3676.198627427748
2.0,2384.610873394001
3.0,1280.966290247221
4.0,700.9726935833653
5.0,516.461554624975
6.0,398.808402610344
7.0,331.9206412484226
8.0,307.4241434462733
9.0,316.639287882762
10.0,344.97117913540086
11.0,374.70820779023796
12.0,394.4542315583805
13.0,408.573559284436
14.0,419.9978913713378
15.0,425.88010791149463
16.0,438.75261033282555
17.0,450.43586929154856
18.0,461.11947460303037
19.0,474.9953044074838
20.0,485.0236798126513
21.0,493.6842876600231
22.0,502.2097016035464
23.0,511.04312862166597
24.0,520.0896843701182
25.0,530.2862663409641
26.0,536.4685757668814
27.0,544.7554885886263
28.0,551.4448832473539
29.0,557.8057617164754
30.0,564.1261535244756
31.0,570.2220183446689
32.0,576.1714967324752
33.0,581.6913619052157
34.0,586.9824743993314
35.0,591.8976211343738
36.0,596.3784144862286
37.0,600.6245405888488
38.0,604.654974132993
39.0,608.2593722439667
40.0,611.6565718153944
41.0,614.7919440288572
42.0,617.6205621648295
43.0,620.1920157392035
44.0,622.5339168513166
45.0,624.6060915445096
46.0,626.3420252755373
47.0,628.283322835688
48.0,629.602617148446
49.0,630.9388836184427
50.0,631.9973671354714
51.0,632.8080528574911
52.0,633.4902306640691
53.0,634.0060262634331
54.0,634.3086968017562
55.0,634.4525458441171
56.0,634.4480063682358
57.0,634.3234117424021
58.0,634.0766846509256
59.0,633.7602789140349
60.0,633.4036421487943
61.0,633.1286234030041
62.0,632.5961565930335
63.0,632.2269054034005
64.0,631.661285675123
65.0,631.3156282271495
66.0,631.0058178265947
67.0,630.711858210991
68.0,630.4573188258566
69.0,630.3538187635036
70.0,630.1936393431813
71.0,630.2097673196346
72.0,630.3220770250044
73.0,630.8180686121515
74.0,631.029430519257
75.0,631.8016224916208
76.0,632.4411176363519
77.0,633.1021600699585
78.0,633.8521991771021
79.0,634.7073453067204
80.0,635.6556898377304
81.0,636.6958054391309
82.0,637.8175545701685
83.0,639.0067024443775
84.0,640.2618070242413
85.0,641.8229072581755
86.0,642.8280699213985
87.0,644.4509712441255
88.0,645.5867100039106
89.0,647.3018985301743
90.0,648.7078573575475
91.0,650.1116470366159
92.0,651.5813170165557
93.0,653.0444801327483
94.0,654.4962127816812
95.0,655.9384851743569
96.0,657.3677002521946
97.0,658.7912759265533
98.0,660.1840289017443
99.0,661.5552690397319
100.0,662.8870816561753
101.0,664.2087530273615
