"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,3086.722116473424
2.0,2049.2457074045547
3.0,1115.9166278430362
4.0,615.2196104798786
5.0,456.93658930160456
6.0,355.5594447737112
7.0,295.91164595575157
8.0,274.3189943099651
9.0,281.92897157795494
10.0,307.2854300093905
11.0,333.8059211535568
12.0,352.9875314332845
13.0,367.0464788123396
14.0,378.3700721345101
15.0,383.57351353826647
16.0,394.7739130127797
17.0,404.5478757618417
18.0,413.78900861404264
19.0,425.65365955416485
20.0,432.3946723716338
21.0,442.63073797838183
22.0,451.11091721874385
23.0,459.24253095366447
24.0,467.33250539814
25.0,474.9819695538621
26.0,483.47707011973387
27.0,488.76351087271183
28.0,496.0476136979555
29.0,501.8743717688386
30.0,507.6018581266072
31.0,513.2852171447753
32.0,518.6827438536546
33.0,523.9465251168708
34.0,528.8187602903258
35.0,533.4898960699599
36.0,537.800201782387
37.0,541.8737750028814
38.0,545.6229519350543
39.0,549.1559964859416
40.0,552.3763291092826
41.0,555.354730589231
42.0,558.1613718186053
43.0,560.7478614367677
44.0,563.12240526943
45.0,565.0570332550247
46.0,567.3117353966335
47.0,568.9081834870234
48.0,570.5078840784909
49.0,571.8752728597323
50.0,573.0150280715362
51.0,573.9454371004426
52.0,574.6347170316925
53.0,575.2277841709712
54.0,575.6871833996214
55.0,576.0071658100662
56.0,576.1874247042748
57.0,576.2309337855805
58.0,576.1781563829834
59.0,575.9815212310086
60.0,575.754755042258
61.0,575.5940807351012
62.0,575.2548076675638
63.0,574.9863494659139
64.0,574.6363684783167
65.0,574.3984031514221
66.0,574.1704644859697
67.0,573.9609426946106
68.0,573.7863487435
69.0,573.7295833892163
70.0,573.6692106838636
71.0,573.7031626243013
72.0,573.82912159825
73.0,574.3353822081231
74.0,574.541837407536
75.0,575.2823282827495
76.0,575.8864990046494
77.0,576.4967817577922
78.0,577.199176538161
79.0,577.984926927561
80.0,578.8613913993017
81.0,579.821632558671
82.0,580.8801294398786
83.0,582.1325385881775
84.0,583.0028103528979
85.0,584.4014794499328
86.0,585.3560462635004
87.0,586.8567659308484
88.0,587.8965465616591
89.0,589.4462696669551
90.0,590.7191457202508
91.0,591.9896532217016
92.0,593.2931184726295
93.0,594.606021214816
94.0,595.9202790320604
95.0,597.2184785284427
96.0,598.5117353577888
97.0,599.7866428538291
98.0,601.0332951325306
99.0,602.2554060437384
100.0,603.4559955554641
101.0,604.6180571942147
102.0,605.767800970018
103.0,606.8974197318407
104.0,607.9848702497285
105.0,609.0566065302186
106.0,610.1037738681788
107.0,611.1240667275257
108.0,612.1185302123014
109.0,613.0868493911622
110.0,614.0297073856512
111.0,614.9505623258177
112.0,615.8561304154648
113.0,616.7297367759633
114.0,617.5823947525797
115.0,618.41667919908
116.0,619.2294404427128
117.0,620.0185921317241
118.0,620.7931181378142
119.0,621.5515715106876
120.0,622.2921765941624
121.0,623.0072905895447
122.0,623.7032427707796
