"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,8170.624786332384
2.0,5089.563461388765
3.0,2636.5775733883547
4.0,1417.2290123707426
5.0,1006.2203749198767
6.0,742.6925615933797
7.0,591.3028798002832
8.0,525.798476754971
9.0,518.1438451135463
10.0,641.7225219027423
11.0,652.1730215336221
12.0,712.4942129580834
13.0,723.9019825707143
14.0,735.4001601006864
15.0,749.2860886699269
16.0,769.9097003478146
17.0,783.1086566188698
18.0,805.8987117586389
19.0,826.6809011513153
20.0,848.7361899121594
21.0,864.7298616922888
22.0,879.0394430884727
23.0,893.3313452821322
24.0,906.8332791592549
25.0,920.1586338433419
26.0,932.5604553556127
27.0,944.4113000331967
28.0,955.5779562126066
29.0,965.8356784450749
30.0,975.1004189665975
31.0,984.3992994250242
32.0,993.1320100109599
33.0,1001.1371535863775
34.0,1008.3392795938885
35.0,1015.1440523240129
36.0,1021.2439795075952
37.0,1026.6885159912244
38.0,1031.507235700644
39.0,1035.7972195856582
40.0,1039.5043647205339
41.0,1042.5947453494348
42.0,1045.1500183453677
43.0,1047.18450216226
44.0,1048.7769669425277
45.0,1049.90701604985
46.0,1050.8084354877583
47.0,1051.422555393111
48.0,1051.4127291617683
49.0,1050.9266525743399
50.0,1050.263962362221
51.0,1049.254035853352
52.0,1047.4622043709144
53.0,1046.2283375149661
54.0,1044.293125977938
55.0,1042.3445974045217
56.0,1040.2502520862818
57.0,1038.06244805383
58.0,1036.201907953085
59.0,1033.32509745681
60.0,1031.3923405527808
61.0,1029.055504581148
62.0,1026.647217587846
63.0,1024.2515115785482
64.0,1022.5697331579835
65.0,1019.8428199264149
66.0,1018.2514182695717
67.0,1015.837054616523
68.0,1014.5681355685616
69.0,1012.6401562406619
70.0,1012.0066605104248
71.0,1010.20763833142
72.0,1009.7177657653999
73.0,1008.2563926957567
74.0,1007.99036772668
75.0,1007.0666005968109
76.0,1006.9233826789123
77.0,1006.8939366248086
78.0,1006.9830564719717
79.0,1007.1616969152252
80.0,1007.3143970744061
81.0,1007.6374793138331
82.0,1007.9942446439242
83.0,1008.4114509902644
84.0,1009.0525213866293
85.0,1009.7371581041378
86.0,1010.4553406444178
87.0,1011.083565433311
88.0,1011.8782542177557
89.0,1012.4635066412565
90.0,1013.3052171004842
91.0,1013.8134688041603
92.0,1014.6865175539523
