"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,6484.156750369847
2.0,4094.612701620731
3.0,2142.0148231973903
4.0,1156.8255882121694
5.0,828.7021517395881
6.0,618.3722368070949
7.0,498.37862995962956
8.0,448.46579952805666
9.0,442.0003170085198
10.0,542.1645805228248
11.0,550.8244833825257
12.0,603.7925738994154
13.0,614.2172242492583
14.0,622.8455075402501
15.0,634.3458709924103
16.0,649.0883544373762
17.0,664.6438972876202
18.0,685.729668869898
19.0,703.1155153320517
20.0,718.3671371151472
21.0,735.2890784117748
22.0,747.5482286896523
23.0,759.5342259107123
24.0,771.035167420406
25.0,782.4711111358449
26.0,793.5164705556901
27.0,803.8357197619112
28.0,813.7082873494771
29.0,822.7914371983455
30.0,831.3793207294889
31.0,839.5983920691975
32.0,847.2488741508486
33.0,854.435207046179
34.0,861.0445491561807
35.0,867.1908287073508
36.0,872.8350037596432
37.0,877.9458335536874
38.0,882.6238765879864
39.0,886.7800686519347
40.0,890.4904535297304
41.0,893.3478008766137
42.0,896.3878126509103
43.0,899.1148079785418
44.0,901.3721097907343
45.0,903.1325626331475
46.0,904.4787688884363
47.0,905.3848336226953
48.0,906.112755137014
49.0,906.7539974320943
50.0,906.8008652023348
51.0,906.7027872167822
52.0,906.4156140605502
53.0,905.9966416037773
54.0,905.1867505801724
55.0,904.5378293053145
56.0,903.3126198282246
57.0,902.4067952767284
58.0,901.2586566558476
59.0,900.0679337599494
60.0,898.6458589786033
61.0,897.1105237511933
62.0,895.6129977006084
63.0,894.1864051278575
64.0,893.2030062897675
65.0,891.6085020020854
66.0,890.689168912724
67.0,889.4179481287562
68.0,888.7411591568417
69.0,888.1284140666465
70.0,887.766930577097
71.0,886.8298763147611
72.0,886.661469301711
73.0,886.5580204864343
74.0,886.4566578463828
75.0,886.5914003012577
76.0,887.178798248555
77.0,887.4829861571467
78.0,888.5066016250089
79.0,889.1300751981904
80.0,890.1704186292898
81.0,891.1431816151406
82.0,892.1482441365437
83.0,893.2679349514282
84.0,894.5070868629736
85.0,895.8472525713807
86.0,897.2690843559365
87.0,898.7171560177064
88.0,900.2435348318132
89.0,901.7495101479054
90.0,903.2717904586445
91.0,904.8442641901248
92.0,906.4296589550815
93.0,907.9945581816106
94.0,909.5610053546981
95.0,911.0853552772905
96.0,912.5905347516432
97.0,914.0745380082213
98.0,915.5393018046251
99.0,916.9855122421263
100.0,918.3712285717509
101.0,919.7316009202751
102.0,921.0397420584351
103.0,922.3282627666632
104.0,923.5456112305922
105.0,924.7157214117079
106.0,925.8623717852619
107.0,926.9665275906602
108.0,928.0277277547748
109.0,929.0532085108595
110.0,930.0525207158623
111.0,931.0124524743132
112.0,931.915560295517
113.0,932.8226492585424
