"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,2527.5741732513034
2.0,1702.4377972997067
3.0,946.91701691867
4.0,525.18902884994
5.0,396.5470912060507
6.0,310.6059754502747
7.0,260.4514328004523
8.0,240.75455240674702
9.0,248.49995982355338
10.0,271.3927675604641
11.0,295.39575470933283
12.0,312.57588481791237
13.0,325.37585766120094
14.0,334.656751570983
15.0,339.16629437547823
16.0,349.57293792704303
17.0,355.08694240659594
18.0,369.02432162225983
19.0,375.2635283232615
20.0,384.1707997971067
21.0,389.7370607980569
22.0,398.9227448419623
23.0,406.6640353500428
24.0,413.8450478296981
25.0,420.63139350677386
26.0,428.3053559116036
27.0,433.1904616177074
28.0,439.8993704214885
29.0,445.31030496554183
30.0,450.5301698633771
31.0,455.65926017524066
32.0,460.706519556216
33.0,465.43689799088816
34.0,470.05418494081124
35.0,474.34177916655915
36.0,478.42990212188505
37.0,482.24669281195696
38.0,485.8538270609238
39.0,489.24491305871226
40.0,492.3839060200773
41.0,495.2641325210346
42.0,498.01038872383407
43.0,500.53567442372525
44.0,502.6156144201223
45.0,504.862234298396
46.0,506.91276596430816
47.0,508.7337265258392
48.0,510.3249114694134
49.0,511.71485977644727
50.0,512.9247165926859
51.0,513.965851991495
52.0,514.8349281036602
53.0,515.5417498526314
54.0,516.109382985366
55.0,516.5480014369017
56.0,516.851377325391
57.0,517.043344239437
58.0,517.1264854687325
59.0,517.1034780850504
60.0,517.0193444655442
61.0,516.9536179343418
62.0,516.7520025073413
63.0,516.5870104570056
64.0,516.4303807479713
65.0,516.232719156621
66.0,516.0648690269021
67.0,515.9280333222343
68.0,515.8380068343571
69.0,515.8277551317814
70.0,515.8917673083661
71.0,515.9461025091517
72.0,516.079567895632
73.0,516.5900658924721
74.0,516.7921692647908
75.0,517.4905415327581
76.0,518.0297387289933
77.0,518.5706457644928
78.0,519.1830448448267
79.0,519.8851351241408
80.0,520.6726100415307
81.0,521.5294495017844
82.0,522.6283760501528
83.0,523.3707160910212
84.0,524.5426307391015
85.0,525.3778551042285
86.0,526.6676700559046
87.0,527.5560582746732
88.0,528.8959285898887
89.0,529.8402128501493
90.0,531.1859692956712
91.0,532.3257332067833
92.0,533.4426451773049
93.0,534.5643593626621
94.0,535.7162578428969
95.0,536.8600069715105
96.0,537.9904491575064
97.0,539.1024798145633
98.0,540.1943132515598
99.0,541.2652999550357
100.0,542.3042457883982
101.0,543.3225803134142
102.0,544.321889187352
103.0,545.2980044794922
104.0,546.2500254646144
105.0,547.1742666464231
106.0,548.0713235142641
107.0,548.9615928874258
108.0,549.8201933762957
109.0,550.6532716498812
110.0,551.4665889602877
111.0,552.249469482798
112.0,553.0284159412801
113.0,553.7913470715492
114.0,554.5366329294158
115.0,555.2534841937388
116.0,555.9514368219671
117.0,556.6385815449315
118.0,557.3129398854776
119.0,557.8821205457019
120.0,558.6291197961851
121.0,559.1776326107264
122.0,559.7877416401147
123.0,560.4055774249847
124.0,561.003675026873
125.0,561.5738753145741
126.0,562.1278209621518
127.0,562.6616291807699
128.0,563.1779941605545
129.0,563.6814828471603
130.0,564.1724528491693
131.0,564.6469876491212
132.0,565.1078458064133
133.0,565.5547207926976
134.0,565.9873547054581
135.0,566.4074643555479
136.0,566.8143915673122
137.0,567.2079825588722
138.0,567.5886029269974
139.0,567.9559845649748
140.0,568.3108791805909
141.0,568.6534504218586
142.0,568.9841267327266
143.0,569.3036989932255
144.0,569.612571251411
145.0,569.9101402829695
146.0,570.1973113650288
147.0,570.4745797862217
148.0,570.7415348794872
149.0,570.9997574757373
150.0,571.2499057121612
151.0,571.4920948062163
152.0,571.7271543029713
153.0,571.9559179918114
154.0,572.1782848183111
155.0,572.3950323135857
156.0,572.6069030590264
157.0,572.8143203341815
158.0,573.0177581154292
159.0,573.2177961500497
160.0,573.4149185707637
161.0,573.6094850153671
162.0,573.8020924040022
163.0,573.9932294817913
164.0,574.1830994893298
165.0,574.3725236131004
166.0,574.5613979289915
167.0,574.7500083560105
168.0,574.963631809708
169.0,575.1233267317979
170.0,575.3305581568684
171.0,575.5175896062985
172.0,575.7028864887786
173.0,575.891623335357
174.0,576.0835942397138
175.0,576.2774724004724
176.0,576.4723846435945
177.0,576.6680023645549
178.0,576.8643986285224
179.0,577.0614854182478
180.0,577.2590497281874
181.0,577.4568898759045
182.0,577.6550620966732
183.0,577.8535345059101
184.0,578.0666662281185
185.0,578.2413896678343
186.0,578.4600839045764
187.0,578.6371044875372
188.0,578.856798723395
189.0,579.0349693705828
190.0,579.2523374557053
191.0,579.42775779029
