"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Sa_nut: Residual"
1.0,0.3516260016558256,0.9999999999999999,0.19991626790810527,1.0
2.0,1.0,0.6947058602590467,1.0,0.6396389971369271
3.0,0.36629011978968584,0.4662920300805197,0.6275221469238639,0.4091532533047242
4.0,0.3171022973091649,0.29659041773654815,0.3603997533410507,0.2617146805064712
5.0,0.3483436049174366,0.19106907218610125,0.23573081867512166,0.16739496925579464
6.0,0.34319769941573397,0.13636320172652758,0.17665784161361425,0.10706731823438077
7.0,0.3086823254542825,0.11137834270444225,0.14625078478448772,0.06848925927840745
8.0,0.25838393666204407,0.10171034116543953,0.1266929324218867,0.0438289388772136
9.0,0.18992125853146624,0.09880388790742231,0.11355617422637578,0.02812042207035407
10.0,0.14345339245604058,0.09291230376817813,0.10373106783238263,0.01813314484262594
11.0,0.12501182864601398,0.0873270794678463,0.09454954904079947,0.012484634580139894
12.0,0.10419994728408988,0.0826458421599102,0.08638635440512688,0.008876883623762112
13.0,0.08569522548791221,0.07881391158707553,0.07886460653775797,0.0066250612443573996
14.0,0.06839507585029359,0.07511497335441875,0.07203730783006157,0.005324126175691983
15.0,0.055915659039209004,0.07204220085446586,0.06644922697964169,0.00459988569834918
16.0,0.047185224359383715,0.06862559079682774,0.06169660101747272,0.004185546405302539
17.0,0.04004970537937829,0.06653509776157267,0.05904972512764102,0.003912656822043987
18.0,0.034016452134487306,0.06427569720710326,0.0569705021932937,0.003706554253695732
19.0,0.02936758157478287,0.061972376883672534,0.05577565334303751,0.003528092819374459
20.0,0.025069962402784092,0.06025653187856639,0.05504869694077983,0.0033758640764936583
21.0,0.02308842364798874,0.05895511917712253,0.0542759861678521,0.0032636892744747317
22.0,0.021942392160054017,0.05765720155832975,0.05344359013966968,0.0031812097841892708
23.0,0.021100444214662357,0.05630935490225438,0.05246972728219735,0.0031207964101836808
24.0,0.020214879685195006,0.054905986653526695,0.05129323857772077,0.003070204579288706
25.0,0.019901945173549367,0.053400617458738454,0.04985356650252726,0.003037698066323519
26.0,0.018445147306865597,0.05228719284550838,0.0484610436415826,0.0030229883320135056
27.0,0.017837072210943123,0.05125438485581539,0.04669852031186546,0.0030133407123232006
28.0,0.017738137836764423,0.05004430717142414,0.04504775847434558,0.0029974457912754805
29.0,0.01826656660845479,0.04938209322009791,0.043354880330492326,0.0029928918007624014
30.0,0.017907476075671017,0.04836452296641778,0.04165831891234137,0.0030031758385137765
31.0,0.01668904149974697,0.047192255291141655,0.04000283005593554,0.003022303871152064
32.0,0.016572944885650816,0.04624117091536167,0.038373616896336706,0.003060770037524825
33.0,0.016198106775275563,0.04541556929174944,0.03667218120722771,0.0031090754230869897
34.0,0.015669737823382462,0.044605821563549926,0.03504043649887337,0.003172758570034421
35.0,0.015101115813744698,0.04371960960913776,0.03339758875352073,0.0032461012767109883
36.0,0.014823285642700254,0.04293981924979132,0.03172209415718459,0.0033228071932850903
