"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Sa_nut: Residual"
1.0,0.3803556337569407,1.0,0.15559105765054476,0.9999999999999999
2.0,1.0,0.7947792964824102,1.0,0.6396499882446508
3.0,0.36446396515969304,0.5368112010379363,0.6294364649365835,0.4091604647788065
4.0,0.32394064042695286,0.3266768128345824,0.3676413259690408,0.26172262813676755
5.0,0.3542227615342078,0.21180593785721374,0.25084703842483674,0.16740688908690737
6.0,0.3539068720405072,0.16685816716582672,0.19428898539827688,0.10708838518537285
7.0,0.31879021835088156,0.1524724187776953,0.16173604424329463,0.06852931709392028
8.0,0.2669161512718722,0.14804415922172812,0.1389722716007715,0.04390346767161701
9.0,0.2062389066666023,0.1461629011394146,0.12111497957597138,0.028255442383541
10.0,0.15763811311665493,0.13673361248903168,0.10951175283554877,0.01836086164515815
11.0,0.12231979156597808,0.12663066330491074,0.10047176622073775,0.012838814198328085
12.0,0.10082757667641688,0.12294469843735523,0.09161996949963544,0.009456637323092397
13.0,0.08280317119760208,0.11393225466010633,0.08430836607404324,0.007521380790549865
14.0,0.0674796970977784,0.10915623024551824,0.07729564233837279,0.00656798101137524
15.0,0.05660815105846644,0.1050420584652203,0.07091815295099096,0.006131618094489697
16.0,0.049883826028969944,0.10193495222735924,0.06563778570082614,0.005935529174393957
17.0,0.044883336640943204,0.09812051341671965,0.06166903464862747,0.005781448624000028
18.0,0.04058333312091345,0.09400687820330271,0.05883007964909889,0.005590172448358749
19.0,0.03552122806483219,0.09051735015367811,0.05680124568327281,0.005341144507925476
20.0,0.03124836853215409,0.08676261001354706,0.0551386107415309,0.005078236048939857
21.0,0.027953777768647454,0.08426105642310217,0.053787507933726275,0.00485477194286741
22.0,0.02741025329685388,0.08219165974220018,0.0525419626745556,0.004689062412503456
23.0,0.024790906684946823,0.07975801899937945,0.051434076722748155,0.00454779197755021
24.0,0.02379379147262917,0.07811327237248869,0.050080004376907655,0.0044516606146408465
25.0,0.02237589506034075,0.07594093114268345,0.04862187790227502,0.00440978370757807
26.0,0.021262374917136815,0.07413528441576815,0.04697634830648167,0.004411442367885497
27.0,0.020489741546471478,0.07258274354229459,0.04521766992494185,0.004420062193904264
28.0,0.019085946226771188,0.07098037611641075,0.04342561812850489,0.0044356164589913994
29.0,0.01929020207689969,0.06921542958679221,0.04169439315676898,0.00445353354045766
30.0,0.020197090918444585,0.06743398457705191,0.0400501004098033,0.004467326650977542
31.0,0.01917565618203587,0.06553183974940097,0.03845424246062652,0.004477017532400517
32.0,0.017658599444847097,0.0639487324644765,0.036799377227635134,0.004493204993953594
33.0,0.018706427387042184,0.06292735344640916,0.03516001729686171,0.004520725328616442
34.0,0.020543794299267133,0.061975414325194315,0.033573646813238274,0.004549881895124631
35.0,0.02139033260211511,0.06093263825356602,0.03207364009121925,0.004600953785570264
36.0,0.020636154018259606,0.05977764141137159,0.030592606839787224,0.004680096496529277
37.0,0.021433889422775673,0.05891034857539161,0.029091382365446426,0.004780634754576198
38.0,0.021936295745523474,0.05789116694644769,0.027637522683149094,0.004898443694023688
39.0,0.022084928181953768,0.056960231984047996,0.02616627692619664,0.005009068011002835
40.0,0.020744324084002518,0.05582309971858794,0.024667920714052882,0.0051210505205503964
41.0,0.020288760610159346,0.05471409378508606,0.02317850737513685,0.0052401911904906995
42.0,0.01985813140833291,0.05379190981515456,0.02188589522348854,0.005376325368208785
43.0,0.01928508590067764,0.05307861984066699,0.0206334207713606,0.005510034303356281
44.0,0.01929075432215481,0.052560922323864605,0.01962310994253147,0.005635838109809173
45.0,0.018477504984277488,0.05202704384139095,0.01867076964787746,0.005764629245145274
46.0,0.018536196344985944,0.0518864862318228,0.017881826562159708,0.00588554995207856
47.0,0.018249154795953675,0.05190969145781928,0.017267275270727318,0.006008016780312314
48.0,0.019286553678170393,0.05208873598640343,0.01706813706537729,0.006136033285726028
49.0,0.019749984337217783,0.052075274261802425,0.017131378233287777,0.0062575733140298
50.0,0.019801229799960737,0.05204423379129614,0.01738308758169833,0.006388875592953326
51.0,0.018423508726965396,0.05130218334936997,0.0176892397419672,0.006522363965264785
52.0,0.017582315277824122,0.050876105881696804,0.01812830998099635,0.006659592681584533
53.0,0.017503173671408433,0.05052350206657,0.018715523610605946,0.006781492461032385
54.0,0.017707894409539963,0.04980431241805565,0.01936986819376296,0.006904159262175694
55.0,0.01843799506809074,0.049142995596147945,0.02020097532991465,0.007024635513073212
56.0,0.018617937995601866,0.04842358842548337,0.021175462925689812,0.007143812736986138
57.0,0.018801198198110894,0.04702871581573083,0.022038519903365982,0.007262908392215202
58.0,0.018805014124872753,0.044992914599078955,0.02293008163877658,0.0073949810099819
59.0,0.019140764826195623,0.04381146784266104,0.02342133368607877,0.0075388062803121245
60.0,0.019893963832158416,0.04235457701890288,0.023811402374224702,0.0076978837226966525
61.0,0.02021902069294124,0.040622580184152955,0.024125730068243728,0.007873808286668645
62.0,0.01863348326552288,0.038855701191044124,0.02411949549819965,0.008059637901634185
63.0,0.017239653800816,0.03713444128929939,0.02371822786643921,0.008256930402476964
64.0,0.01608231271915747,0.03551462400566075,0.0230961948263308,0.008459844496621106
65.0,0.01572128890550734,0.034052003202938344,0.02214167390252934,0.008662617894729392
66.0,0.014373382734672079,0.03215437559740289,0.021005848635163627,0.008872101524207972
67.0,0.014031755398206822,0.02980209039075411,0.01963204034295961,0.00908210322393843
68.0,0.013309243012150217,0.027253135432485663,0.017988683242225127,0.009291726423335435
69.0,0.012424161104067633,0.02494428163310363,0.016268839515937748,0.009496106319847155
