"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,1307.0676961458946
2.0,897.6742546533605
3.0,520.5261150099675
4.0,304.1366836209001
5.0,218.79620517435558
6.0,174.5086294601667
7.0,148.56429679867009
8.0,136.43579027435717
9.0,137.06064848329288
10.0,146.43151531846317
11.0,156.6497451326495
12.0,164.02407875265808
13.0,169.87225297829036
14.0,174.70153760078892
15.0,177.19092965361946
16.0,182.69900102314023
17.0,185.6752862603398
18.0,191.67229717491415
19.0,196.86576351263574
20.0,201.33743715729543
21.0,206.80459420527148
22.0,209.64781198551896
23.0,214.0065389736571
24.0,217.85680928988359
25.0,221.55712112197853
26.0,225.01525586673202
27.0,228.31922160860626
28.0,232.12722051765562
29.0,234.67322755235855
30.0,238.1372787749219
31.0,240.90263334957285
32.0,243.60825146839144
33.0,246.2477010771925
34.0,248.81491111994316
35.0,251.2353727141009
36.0,253.55142689580268
37.0,255.7299123623006
38.0,257.8055708442105
39.0,259.7491976066272
40.0,261.59564438092474
41.0,263.3041785250423
42.0,264.88706170684355
43.0,266.18848620719723
44.0,267.844532499099
45.0,268.9711684181225
46.0,270.1798246633373
47.0,271.3207129946414
48.0,272.32574144189306
49.0,273.20678349710766
50.0,273.98267776438337
51.0,274.65627657439234
52.0,275.23387329331433
53.0,275.7347311219308
54.0,276.14842800795407
55.0,276.4844146006614
56.0,276.7435507420071
57.0,276.93610623827936
58.0,277.0617360523474
59.0,277.13210547489876
60.0,277.16954756791284
61.0,277.180017148904
62.0,277.14891895099606
63.0,277.0857279890187
64.0,277.03160726664174
65.0,276.98941804760864
66.0,276.92050407075527
67.0,276.88871375063286
68.0,276.8893314158801
69.0,276.9159183649545
70.0,276.9506087721864
71.0,277.0871894724266
72.0,277.14372081565864
73.0,277.3837146101844
74.0,277.4877783916565
75.0,277.84513028957633
76.0,278.13522458853254
77.0,278.42223238716787
78.0,278.74388335791934
79.0,279.1093773463415
80.0,279.51734466589096
81.0,279.9581976868208
82.0,280.42903774730684
83.0,281.0317784363853
84.0,281.4248352521905
85.0,282.0511395560119
86.0,282.48870100347796
87.0,283.1699660585615
88.0,283.7279614047869
89.0,284.28986954666664
90.0,284.8691811064937
91.0,285.4587295049762
92.0,286.0522277516282
93.0,286.6392175792436
94.0,287.2202250037031
95.0,287.7930834407249
96.0,288.3606896595094
97.0,288.9193179612941
98.0,289.4662715639737
99.0,289.9976286474211
100.0,290.5269096427179
101.0,291.03748289575447
102.0,291.53547381391286
103.0,292.0185463858584
104.0,292.49032990787686
105.0,292.8938712221654
106.0,293.41655645456234
107.0,293.8017569097789
108.0,294.22774114317605
109.0,294.65795772996944
110.0,295.073448266734
111.0,295.4720959983317
112.0,295.8570091990693
113.0,296.23089877078536
114.0,296.5954105029236
115.0,296.9510480203686
116.0,297.30114270959285
117.0,297.63913672242484
118.0,297.96942804979585
119.0,298.29219385474767
120.0,298.6096009438489
121.0,298.9198965812918
122.0,299.2217789839156
123.0,299.51853217328096
124.0,299.8068487922704
125.0,300.08820391808047
126.0,300.3616726398459
127.0,300.630697034564
128.0,300.894210897417
129.0,301.1508101967072
130.0,301.4000807720869
131.0,301.6421537653448
132.0,301.87836847343965
133.0,302.10693966955705
134.0,302.32882311331645
135.0,302.54494721898345
136.0,302.7538986307103
137.0,302.95638153345425
138.0,303.1526176158651
139.0,303.34264484578756
140.0,303.5264905944222
141.0,303.7033384532974
142.0,303.8744385585071
143.0,304.039727676857
144.0,304.1992033243963
145.0,304.35300648616584
146.0,304.50153050258405
147.0,304.6449624709964
148.0,304.78363550632906
149.0,304.9161658293604
150.0,305.04539411598455
151.0,305.17085657766216
152.0,305.29219386146747
153.0,305.4096554470799
154.0,305.52379614241414
155.0,305.63485332836575
156.0,305.7430852134781
157.0,305.8487295180408
158.0,305.9521258061327
159.0,306.053459014645
160.0,306.15312349513795
161.0,306.25140644396953
162.0,306.3485835324404
163.0,306.44488665050113
164.0,306.54046553205416
165.0,306.6355284616094
166.0,306.73021115419795
167.0,306.8246981955714
168.0,306.9190360130468
169.0,307.01316900786435
170.0,307.1074421747964
171.0,307.21509579199073
172.0,307.29529175373744
173.0,307.3999790335114
174.0,307.4940356649041
175.0,307.5871340251823
176.0,307.6814147684196
177.0,307.778209883119
178.0,307.87596987265584
