"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,5757.234143684533
2.0,3676.546247020865
3.0,1968.9726052040096
4.0,1083.1197050695762
5.0,753.7454203850714
6.0,541.347007996879
7.0,416.5378195809308
8.0,356.8258258893
9.0,338.60891360258455
10.0,406.6019689452163
11.0,409.63028657957557
12.0,450.20164644976995
13.0,457.045673239973
14.0,464.06658628614673
15.0,472.40709641516327
16.0,482.27503994482765
17.0,497.88549809747104
18.0,508.14331584087944
19.0,524.1117931350808
20.0,536.4938534036925
21.0,549.0711273610931
22.0,558.2394149892874
23.0,566.950553200203
24.0,575.511708179326
25.0,583.701867922475
26.0,591.7106266307355
27.0,599.2090150982779
28.0,606.1617402107238
29.0,612.7304315545604
30.0,618.844242195851
31.0,624.5960527094613
32.0,630.0180618301572
33.0,634.992196060321
34.0,639.5959643632759
35.0,643.8535058747827
36.0,647.5934915359621
37.0,650.9333136128632
38.0,653.8924954966311
39.0,656.4613238706398
40.0,658.7159457309203
41.0,660.5730301640868
42.0,662.0449069971285
43.0,663.3005437278074
44.0,664.1776034632945
45.0,664.7734743644177
46.0,665.0059077734901
47.0,665.0040604747642
48.0,664.9856901587872
49.0,664.4609345765533
50.0,663.7843977515302
51.0,662.8139003213053
52.0,661.9113201585711
53.0,660.5406947272874
54.0,659.3938509454117
55.0,657.6340376854444
56.0,656.0107917020943
57.0,654.796978942992
58.0,652.794736978307
59.0,651.4526573950831
60.0,649.7923602864902
61.0,648.0173894158157
62.0,646.2209651490341
63.0,644.435056678275
64.0,642.7761632297912
65.0,641.2215056164624
66.0,640.2367444667527
67.0,638.4474355055293
68.0,637.4715565286269
69.0,635.895769842747
70.0,634.8059514718659
71.0,633.9566052872378
72.0,633.2636954881649
73.0,632.7980879641052
74.0,632.3327240939539
75.0,631.9582907044706
76.0,631.7689028779589
77.0,631.7963280397673
78.0,631.9031689813776
79.0,632.0994485694455
80.0,632.2978185141495
81.0,632.597465663816
82.0,633.211822784206
83.0,633.7141271186628
84.0,634.2036718621048
85.0,634.9123778736143
86.0,635.5685282711793
87.0,636.4551802148775
88.0,637.2036566367699
89.0,637.9399061163101
90.0,638.772018268392
91.0,639.5255326612908
92.0,640.1665704652899
93.0,640.9088137342433
94.0,641.5797207164912
95.0,642.0847853836235
96.0,642.7815344042439
97.0,643.1611266886569
98.0,643.4253510495047
99.0,643.6664960102969
100.0,643.7672317693313
101.0,643.6765019842875
102.0,643.430443850563
103.0,642.9770934206856
104.0,642.359627747129
105.0,641.5202969907315
106.0,640.4131218431352
107.0,638.8719110932919
108.0,637.5350440854847
109.0,635.818995771771
110.0,633.7968525634436
111.0,631.4119625094257
112.0,628.7513323958581
113.0,625.9259147397328
114.0,622.8730980642539
115.0,619.6904716602214
116.0,616.2118833715616
117.0,612.4817116356038
118.0,608.4979007003907
119.0,604.5810472350538
120.0,600.6084473103074
121.0,596.5399302746594
122.0,592.5100567448933
123.0,588.2281024442374
124.0,584.2308206528661
125.0,580.2043389814332
126.0,576.3924318454486
127.0,572.6569600368836
128.0,568.8515706213667
129.0,565.2925946785301
130.0,561.8003711338239
131.0,558.6934410603715
132.0,555.7176001123953
133.0,552.8744089768351
134.0,550.238034861191
135.0,547.7855432542343
136.0,545.6315876317071
137.0,543.5679248241979
138.0,541.8927536742443
139.0,540.6000015881546
140.0,539.5191531330875
141.0,538.724496787049
142.0,538.3259657912596
143.0,538.0186330679924
144.0,538.1936093220983
145.0,538.6114509244754
146.0,539.2693521533869
147.0,540.0315200157794
148.0,541.0114250142876
149.0,541.8076210469927
150.0,542.6065044917929
151.0,543.5228616118036
152.0,544.7508926715955
153.0,545.5470931643448
154.0,546.447759429732
155.0,546.9978374373175
156.0,547.635060484491
157.0,547.8844190002336
158.0,548.1578168811541
159.0,547.9093469704607
160.0,547.4581488105202
161.0,546.8440605561809
162.0,546.2622701350947
163.0,545.715873811933
164.0,545.3599805302665
165.0,545.4478174785947
