"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,5395.634458549289
2.0,3462.522690639604
3.0,1853.8808732892837
4.0,1019.620193560057
5.0,710.1200610699102
6.0,511.6179265639687
7.0,394.73200011221377
8.0,338.05339972055765
9.0,322.4445039504295
10.0,389.27435355301026
11.0,392.0864738700575
12.0,429.1050414161424
13.0,435.6778853811704
14.0,442.7139732420161
15.0,451.3808634040684
16.0,461.4755437385535
17.0,475.6417387921816
18.0,485.3703276359723
19.0,500.2743716794773
20.0,512.3030170795497
21.0,524.9470398166468
22.0,533.583554283513
23.0,541.8673628058959
24.0,549.828648870563
25.0,557.8974759407912
26.0,565.467154206169
27.0,572.6852560797286
28.0,579.4824593173103
29.0,585.770385434797
30.0,591.5119901355924
31.0,597.1959817668615
32.0,602.4857838646527
33.0,607.3689205894016
34.0,611.7498290404507
35.0,615.9051411441702
36.0,619.6432926651387
37.0,622.9548110430708
38.0,625.9299929852341
39.0,628.5839044257532
40.0,630.8311007621467
41.0,632.7163671129663
42.0,634.2913589934833
43.0,635.5483963270749
44.0,636.5270624765966
45.0,637.2079905802634
46.0,637.7987321130245
47.0,638.1371144645899
48.0,638.2128273081804
49.0,637.9669381045095
50.0,637.501044128964
51.0,636.8738104970358
52.0,636.0336852510478
53.0,634.9276721092991
54.0,634.1220707667181
55.0,632.7629042202952
56.0,631.4432840772275
57.0,630.1382400977928
58.0,629.0216331830002
59.0,627.27566958407
60.0,626.1421457030685
61.0,624.7247867474817
62.0,623.2681606658145
63.0,621.8234450098431
64.0,620.7821181894383
65.0,619.1028336744708
66.0,618.1512962203153
67.0,616.6631247484322
68.0,615.8614316049802
69.0,614.6932559504577
70.0,614.3100570084887
71.0,613.2111351352765
72.0,612.915615491593
73.0,612.0035198145318
74.0,611.8275740899737
75.0,611.2497707323654
76.0,611.1498317662346
77.0,611.1603858393474
78.0,611.1818309981398
79.0,611.260554078645
80.0,611.3376315880979
81.0,611.502715726518
82.0,611.6965220551836
83.0,611.9623580041068
84.0,612.3520023018204
85.0,612.7263762875372
86.0,613.0537388068839
87.0,613.5868227378934
88.0,613.9627792065382
89.0,614.4609151202732
90.0,614.7992902938337
91.0,615.255348353288
92.0,615.5384658322741
93.0,615.9505171365583
94.0,616.1701177120773
95.0,616.4613096938747
96.0,616.6181613613849
97.0,616.7358886850803
98.0,616.7725594272449
99.0,616.7600498626286
100.0,616.6040223811954
101.0,616.3870537391074
102.0,616.1041653839059
103.0,615.6838769190946
104.0,615.2229903198016
105.0,614.6389346747485
106.0,613.9411896680358
107.0,613.1747855219714
108.0,612.3380495044056
109.0,611.4163478664086
110.0,610.4294545811372
111.0,609.2946254551364
112.0,608.0354285592895
113.0,606.8282777228505
114.0,605.6186013320021
115.0,604.3279462338434
116.0,602.9731892678919
117.0,601.6279105801036
118.0,600.2960775686695
119.0,598.972922372642
120.0,597.6185849314114
121.0,596.2641723480338
122.0,594.9609415918948
123.0,593.747402236694
124.0,592.560527765911
125.0,591.505553954814
126.0,590.477551142203
127.0,589.4625293803293
128.0,588.5048164929358
129.0,587.6056851738564
130.0,586.7518220249783
131.0,585.9666899057864
132.0,585.1698901915787
133.0,584.372153878836
134.0,583.619118632511
135.0,582.8412336364715
136.0,581.9677572448416
137.0,581.0737911973468
138.0,580.0734350899118
139.0,579.0655393592002
140.0,577.9566762456644
141.0,576.7224305561589
142.0,575.3957013886243
143.0,574.0990724193597
144.0,572.7018519253465
145.0,571.1720159507901
146.0,569.7122001789625
147.0,568.251671227359
148.0,566.7200953268774
149.0,565.226482581776
150.0,563.7749907788626
151.0,562.375819273796
152.0,561.0445681384113
153.0,559.9841701305717
154.0,559.0506371021534
155.0,558.3610210167274
156.0,557.9251304786965
157.0,557.7586725037402
158.0,557.8916346923278
159.0,558.3534197903112
160.0,559.122419915639
161.0,560.2435641673911
162.0,561.7150095120953
163.0,563.3867417376356
164.0,565.2045655378583
165.0,567.1527971896286
166.0,569.3554250095021
167.0,571.5899949410175
168.0,573.9170097136368
169.0,576.3001278482768
170.0,578.6933516657216
171.0,581.0388713419887
172.0,583.2934064877304
173.0,585.4069363960638
174.0,587.4171925552548
175.0,589.3506563312892
176.0,591.130496813516
177.0,592.6708215858405
178.0,594.0905786069175
179.0,595.391329993481
180.0,596.5676315583453
181.0,597.6247713180927
182.0,598.5595304490466
183.0,599.5157237297578
184.0,600.4649397914828
185.0,601.3962695503833
186.0,602.3016180375615
187.0,603.1949410941138
188.0,604.0914182727644
189.0,604.9778924098919
190.0,605.8654319899969
191.0,606.7546621233353
192.0,607.6777034480592
193.0,608.5999716778063
194.0,609.4732549165185
195.0,610.3839364016048
196.0,611.30904149118
197.0,612.2644620501641
198.0,613.2208304521189
199.0,614.2162071797663
200.0,615.2166738017393
201.0,616.21693536655
202.0,617.2493660743022
203.0,618.3414621285956
204.0,619.4301962698393
205.0,620.4643161494008
206.0,621.5328395159796
207.0,622.6076880867482
208.0,623.6299914631526
209.0,624.6592497703767
210.0,625.6587316568562
211.0,626.6526879854734
212.0,627.6011427620533
213.0,628.5608140328646
214.0,629.5268789713614
215.0,630.4759672096789
216.0,631.3963427102408
217.0,632.3220526413911
218.0,633.2443924476788
219.0,634.1621446602591
220.0,635.0833676839131
221.0,635.9632411605143
222.0,636.8092464502857
223.0,637.55258242061
224.0,638.2299020266644
225.0,638.7922014978722
226.0,639.2144462206593
227.0,639.5144935161491
228.0,639.6898484564099
229.0,639.7170457798387
230.0,639.6413265209629
231.0,639.498822971468
232.0,639.2619005805149
233.0,638.9447544239758
234.0,638.5975826481465
235.0,638.3498850482656
236.0,638.009761225533
237.0,637.8230973798069
238.0,637.679340975237
239.0,637.6073918436717
240.0,637.631640779332
241.0,637.752854291582
242.0,638.0287163281414
243.0,638.4117955634708
244.0,638.8939756562728
245.0,639.6584353320411
246.0,640.1675398484853
247.0,640.7417443459914
248.0,641.5630832624505
249.0,642.0649706657495
250.0,642.810488169357
251.0,643.2475962250819
252.0,643.8735441410322
253.0,644.2273250489203
254.0,644.7495627064088
255.0,645.0317669333169
256.0,645.4476789965795
257.0,645.6631985921889
258.0,645.9816574662592
259.0,646.1437424717225
260.0,646.3326550418078
261.0,646.6218969286399
262.0,646.765922809364
263.0,647.0325060241198
264.0,647.2143390217502
265.0,647.5648857364416
266.0,647.8267916762466
267.0,648.2970596927025
268.0,648.6236705624381
269.0,649.1815471211438
270.0,649.5528970791418
271.0,650.1744810119128
272.0,650.5401751001615
273.0,650.9818467889924
274.0,651.6135203679186
275.0,651.9328246935094
276.0,652.2641386961717
277.0,652.6970915466949
278.0,652.8886077065989
279.0,653.1365302174596
280.0,653.2484837767139
281.0,653.3750061932736
282.0,653.489155924657
283.0,653.5909174088525
284.0,653.6791138940252
285.0,653.7572208917592
286.0,653.835397804907
287.0,653.915096106724
288.0,654.0298162468131
289.0,654.1861120795768
290.0,654.395067771107
291.0,654.6536236406131
292.0,654.9539979816309
293.0,655.291935746378
294.0,655.6674468723041
295.0,656.0633536278532
296.0,656.463792024165
297.0,656.8615519740911
298.0,657.2480476460595
299.0,657.6046392945476
300.0,657.930872249687
301.0,658.1975366735918
302.0,658.4925090201858
303.0,658.6093310102076
304.0,658.7079799261302
305.0,658.8016589710672
306.0,658.8911969608305
307.0,658.9626214093244
308.0,659.0226595648612
309.0,659.0736316319592
310.0,659.1414404335367
311.0,659.2270620992651
312.0,659.3399881544066
313.0,659.488096123679
314.0,659.6743900470395
315.0,659.9013138772924
316.0,660.1664743754644
317.0,660.4618260156755
318.0,660.787817716073
319.0,661.1297198379731
320.0,661.46441136973
321.0,661.8023171360632
322.0,662.1351203554582
323.0,662.4635102331774
324.0,662.8409858828161
325.0,663.0109671311902
326.0,663.1710502397799
327.0,663.3823326320985
328.0,663.4689716503577
329.0,663.5527782750659
330.0,663.6435403041129
331.0,663.7332689486766
332.0,663.821096161299
333.0,663.9080973029993
334.0,663.9925719543808
335.0,664.0835480948562
336.0,664.187188032418
337.0,664.3106135972877
338.0,664.4582056219404
339.0,664.6333629091629
340.0,664.8322776445336
341.0,665.0548501312593
342.0,665.2891960370162
343.0,665.5383596683822
344.0,665.7999778073633
345.0,666.0550152186186
346.0,666.3136967361626
347.0,666.5461803835769
348.0,666.7685786940134
349.0,667.0325653474832
350.0,667.1515609879358
351.0,667.3057810184546
352.0,667.3791112286638
353.0,667.4649407503695
354.0,667.5641696605904
355.0,667.6689602585958
356.0,667.7791757882013
357.0,667.8846807420945
358.0,667.9937007743873
359.0,668.1124153600063
360.0,668.242871405548
361.0,668.3881734737331
362.0,668.5507286398504
363.0,668.7323266193679
364.0,668.9322338285393
365.0,669.1513402329838
366.0,669.378315980851
367.0,669.6144144624473
368.0,669.8524579644808
369.0,670.1683304392053
370.0,670.3315434937401
371.0,670.5074777983531
372.0,670.752854104199
373.0,670.8815400388702
374.0,671.0687504197583
375.0,671.1660584263725
376.0,671.3199654193623
377.0,671.4022258358133
