"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,4664.8339805042615
2.0,2991.1484852718795
3.0,1616.645699223961
4.0,892.465381814326
5.0,627.3100844510077
6.0,456.5643086854247
7.0,355.3750412924853
8.0,307.5971536488296
9.0,294.6052004858571
10.0,351.20092147551986
11.0,353.173807968442
12.0,374.72686821821077
13.0,388.94248650458064
14.0,394.8662124473361
15.0,413.59187070039167
16.0,419.06227557995106
17.0,431.12507278497327
18.0,438.84271140448567
19.0,450.85010067346144
20.0,461.08187763435086
21.0,472.095111748163
22.0,480.2763569865149
23.0,488.18691480734486
24.0,495.89448662665455
25.0,503.31818321248096
26.0,510.4816856693657
27.0,516.9285065342597
28.0,523.0211794430547
29.0,529.1747913438694
30.0,534.5957240507089
31.0,539.5634989456561
32.0,544.6124369524929
33.0,549.1306129726744
34.0,553.3493033515106
35.0,557.1583307568093
36.0,560.8065963576495
37.0,564.0286914982086
38.0,566.9454760090532
39.0,569.5470221413539
40.0,571.7337079843136
41.0,573.7084690176932
42.0,575.427229119177
43.0,576.7598917328448
44.0,578.1062128775384
45.0,579.1498110446048
46.0,579.8731716746563
47.0,580.4329877655746
48.0,580.7706652240189
49.0,580.9320227491645
50.0,580.8715080872446
51.0,580.5325893917305
52.0,580.2413193129554
53.0,579.6742326343563
54.0,579.1738156667997
55.0,578.3518869173869
56.0,577.6608428560412
57.0,576.6379755313602
58.0,575.8900212877957
59.0,574.9976027325921
60.0,573.9641311491372
61.0,572.8927339093124
62.0,571.8719255910732
63.0,570.8987388105339
64.0,569.8859348470816
65.0,569.1528355952647
66.0,568.1091902015199
67.0,567.5258990581877
68.0,566.9171081073899
69.0,566.2783759810309
70.0,565.7032088085515
71.0,565.4207313567578
72.0,564.7302658235287
73.0,564.6347637353871
74.0,564.5005884942452
75.0,564.5400732423076
76.0,564.7233396435586
77.0,564.9105049673118
78.0,565.2425199498232
79.0,565.6004606901809
80.0,566.0012414289552
81.0,566.444172712423
82.0,566.9479355625825
83.0,567.4895634328234
84.0,568.124110988625
85.0,568.7947739734725
86.0,569.5191260922961
87.0,570.2624687656
88.0,571.0139451691645
89.0,571.7716370740603
90.0,572.5351659796117
91.0,573.3075125202123
92.0,574.0849739660301
93.0,574.8528170894708
94.0,575.5933962477517
95.0,576.344633146877
96.0,577.0796986127665
97.0,577.7604977900629
98.0,578.4260472059768
99.0,579.060029428731
100.0,579.6603227429304
101.0,580.2333644541369
102.0,580.8006483521455
103.0,581.3111568260555
104.0,581.7873839152534
105.0,582.2371571823767
106.0,582.6604951379295
