"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,1676.1127500530317
2.0,1145.604074076716
3.0,651.3642576013987
4.0,363.9722017989352
5.0,268.8054320734089
6.0,205.41774857474098
7.0,168.65490293956256
8.0,153.42138516424214
9.0,155.25210125743627
10.0,167.32758216163376
11.0,180.40110833635697
12.0,189.67875440923746
13.0,196.6377173393339
14.0,199.70796258872224
15.0,206.20483552504487
16.0,209.53609282578208
17.0,216.5881334955959
18.0,222.2068855326358
19.0,226.9867079661051
20.0,233.2292416293751
21.0,236.65423945664426
22.0,242.11535979669605
23.0,246.68547511677508
24.0,250.96459199749577
25.0,255.0808367302462
26.0,259.07772163281646
27.0,263.56557234585694
28.0,266.40551874328264
29.0,270.3287123503227
30.0,273.4834444848583
31.0,276.5631213498701
32.0,279.5381717422707
33.0,282.3875463495895
34.0,285.16682187130647
35.0,287.8152609415057
36.0,290.3092528180968
37.0,292.62646231994376
38.0,294.8202744558281
39.0,296.8685457537104
40.0,298.74774217407173
41.0,300.5246683019058
42.0,302.2141637588022
43.0,303.74238444698324
44.0,304.9948382255846
45.0,306.35009997776706
46.0,307.58806573178333
47.0,308.6776035683342
48.0,309.6526774241771
49.0,310.49560356958824
50.0,311.22618657653015
51.0,311.8516457796344
52.0,312.3748590725809
53.0,312.8177643281624
54.0,313.1603068106707
55.0,313.4223387134132
56.0,313.59062157375547
57.0,313.68361363483086
58.0,313.7221001534926
59.0,313.7124200108679
60.0,313.6636443981605
61.0,313.62278112939305
62.0,313.49505031160044
63.0,313.3886683932727
64.0,313.28797788337505
65.0,313.16628951338834
66.0,313.050680031448
67.0,312.9565741596271
68.0,312.88305391672617
69.0,312.8735469175006
70.0,312.8984371946417
71.0,312.9354739423716
72.0,313.1108786526332
73.0,313.1907026823227
74.0,313.5196388988208
75.0,313.73361117392346
76.0,314.10819009752
77.0,314.45650428288576
78.0,314.8260644611489
79.0,315.2409200888986
80.0,315.70214461023073
81.0,316.2065510002818
82.0,316.7482868261943
83.0,317.43658126270725
84.0,317.89816270309336
85.0,318.62487503187646
86.0,319.13754099025635
87.0,319.92435614710183
88.0,320.4727118530562
89.0,321.2803137748825
90.0,321.85330928269394
91.0,322.6548203469676
92.0,323.3447828338858
93.0,324.0052914613044
94.0,324.68436072659017
95.0,325.3631268374872
96.0,326.03128203062255
97.0,326.6955110202046
98.0,327.3486698333189
99.0,327.988900263701
