"Iteration","Lift in Y Monitor: Lift in Y Monitor (N)"
1.0,2045.5256868059857
2.0,1382.4779145291657
3.0,772.3191222775034
4.0,432.31583587873365
5.0,315.46240278891673
6.0,239.59265054636367
7.0,193.87204958314453
8.0,174.10544130552444
9.0,174.27986506443753
10.0,187.57252710949365
11.0,202.4792661869501
12.0,213.46698455837392
13.0,221.62615202946742
14.0,228.4535028216648
15.0,231.7029279583087
16.0,238.68647410682985
17.0,242.49094244151968
18.0,252.6745469254889
19.0,257.15735741471383
20.0,263.3462490221929
21.0,267.30439226137037
22.0,273.33424816324305
23.0,278.6375380986943
24.0,283.5969754581813
25.0,288.20114769937607
26.0,292.6528260894198
27.0,297.38536104059136
28.0,300.4785943876528
29.0,304.6778052028161
30.0,308.1810922571237
31.0,311.4944962946075
32.0,314.7698049265253
33.0,317.92266598848175
34.0,320.8724342711458
35.0,323.72470355436286
36.0,326.3563938101764
37.0,328.8385188141504
38.0,331.1057482667723
39.0,333.2736102609284
40.0,335.2188437245267
41.0,337.04387251346674
42.0,338.74999072785556
43.0,340.3116880734981
44.0,341.7456255465621
45.0,342.9164380376533
46.0,344.3116396696976
47.0,345.24962801542085
48.0,346.2018695151153
49.0,347.0281871927638
50.0,347.7218767469004
51.0,348.277111978338
52.0,348.7132557063163
53.0,349.0716262474597
54.0,349.3442199716088
55.0,349.53428665411064
56.0,349.6397404746882
57.0,349.66164606510114
58.0,349.6030962284112
59.0,349.506729820444
60.0,349.3745225009249
61.0,349.2682353052875
62.0,349.04819180251513
63.0,348.8824549108159
64.0,348.65259254998693
65.0,348.5007154059758
66.0,348.3633091567606
67.0,348.22960843629556
68.0,348.1157034915763
69.0,348.04519040633755
70.0,348.0374882360318
71.0,348.0693032633609
72.0,348.2295261615888
73.0,348.30847701648935
74.0,348.6419346711286
75.0,348.8730271806984
76.0,349.2987470486779
77.0,349.69210532215374
78.0,350.10750347190236
79.0,350.5737935948938
80.0,351.09440147625287
81.0,351.66791762447764
82.0,352.28272384040605
83.0,353.0602730815874
84.0,353.5830768574922
85.0,354.38820188766226
86.0,354.9792844206098
87.0,355.8836276509833
88.0,356.5048855176832
89.0,357.41813924923724
90.0,358.1799004557192
91.0,358.94125571544186
92.0,359.71674445013025
